matched_fragments,fragment_SMILES,length_of_fragment,matched_molecules,number_of_matched_molecules,fragment_scores,full_molecule_scores,average_molecule_score
21136,CC1=C(Cl)C=CC=C1NC(=O)C1=NC=CC=N1,17,"[4865, 5119, 5832]",3,0.3036096996068954,"[0.3427548848092556, 0.3309473551809788, 0.3377233912050724]",0.33714187706510224
26897,CC1OC(=O)N(C)C1=O,9,"[544, 4955, 5694]",3,0.3791191836446523,"[0.4435304550081491, 0.3470332917757332, 0.3088508575968444]",0.3664715347935756
21940,C=CC1=CC(O)=CC(Cl)=C1,10,"[221, 3467, 3506]",3,0.2101968097686767,"[0.3597988727688789, 0.3623764938116073, 0.374521973580122]",0.36556578005353607
15380,CSC1CCN(C2=CC=C(F)C(Cl)=C2)C1=O,16,"[5277, 6254]",2,0.3495330369472503,"[0.4606358855962753, 0.3380192755162716]",0.39932758055627343
2328,C[C@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC1=O,16,"[2108, 5891]",2,0.2186332641425542,"[0.3324356914311647, 0.3048622458428144]",0.31864896863698955
18877,COC(=O)N1CCN(C2=CC=C(Cl)C(Cl)=C2)CC1,18,"[1158, 3061]",2,0.3572809246554971,"[0.3572794209048152, 0.375418684631586]",0.3663490527682006
4412,O=C(NC1=CC=C(F)C=C1Cl)C1=NC=CC=N1,17,"[4866, 4868]",2,0.234543839097023,"[0.3064870703220367, 0.3173182789981365]",0.3119026746600866
9986,CN(CCO)C(=O)NC1=CC=C(Cl)C(Cl)=C1,16,"[84, 2512]",2,0.3289033596217632,"[0.4150972194969654, 0.3612638358771801]",0.38818052768707273
4648,CN1C=CC=C(C(=O)NC2=CC=CC(Cl)=C2Cl)C1=O,19,"[5127, 5760]",2,0.3248381373286247,"[0.3898037097603082, 0.3990477076172828]",0.3944257086887955
4792,O=C(NC1=CC=C(Cl)C(Cl)=C1)C1=CNN=C1,16,"[865, 3566]",2,0.2872919791936874,"[0.3516131865978241, 0.3539894633740186]",0.3528013249859213
9710,CC(N)C(=O)NCC1=CC=C(Cl)C(Cl)=C1,15,"[2270, 4136]",2,0.2321780780702829,"[0.3178873468935489, 0.3193905773758888]",0.3186389621347189
9558,CNC1CCN(C2=CC=C(Cl)C=C2Cl)C1=O,16,"[5274, 5308]",2,0.363258034735918,"[0.4220500890910625, 0.3403500057011843]",0.3812000473961234
20613,O=C(NC1=NCCS1)C1=CC=C(Cl)C(Cl)=C1,16,"[1787, 2473]",2,0.3151126442104578,"[0.3151134783029556, 0.4762529704719782]",0.3956832243874669
17843,O=C(NC1=CC=C(Cl)C(Cl)=C1)N1CCOCC1,17,"[1846, 5708]",2,0.4773685032129288,"[0.4773689803481102, 0.5486092334985733]",0.5129891069233418
8814,ClC1=CC=C2C(N3CCOCC3)=CC=NC2=C1,17,"[102, 3221]",2,0.2983511611819267,"[0.4171993425115943, 0.3332631394267082]",0.3752312409691513
8773,CC1=CC=C(NC(=O)C2=NC=CC=N2)C=C1Cl,17,"[5120, 6189]",2,0.2610663791000843,"[0.3390108269453049, 0.3328610268235206]",0.33593592688441276
4324,CNC(=O)NCC1=CC=C(N(C)C)C(F)=C1,16,"[181, 5520]",2,0.2322178844176232,"[0.310672793276608, 0.3950969392620027]",0.3528848662693054
21037,CNC(=O)N1CCN(C2=CC=C(Cl)C(Cl)=C2)CC1,18,"[1663, 6221]",2,0.3907158735394478,"[0.5527412191033363, 0.332390068769455]",0.44256564393639564
12731,NCC(=O)NCC1=CC=C(Cl)C(Cl)=C1,14,"[2270, 4136]",2,0.215073731765151,"[0.3178873468935489, 0.3193905773758888]",0.3186389621347189
3221,CN(C)C1=CC=C(CNC(N)=O)C=C1F,15,"[181, 5520]",2,0.254546580594033,"[0.310672793276608, 0.3950969392620027]",0.3528848662693054
15585,NC(=O)N1CCN(C2=CC=C(Cl)C(Cl)=C2)CC1,17,"[1663, 6221]",2,0.3013876204006374,"[0.5527412191033363, 0.332390068769455]",0.44256564393639564
26710,CN1C=CN(CC2=CC=C(Cl)C(Cl)=C2)C1=O,16,"[2074, 2327]",2,0.3222581659257412,"[0.4759526920318603, 0.3771261560916901]",0.4265394240617752
18211,ClC1=CC=C(CNC2CCNCC2)C=C1Cl,16,"[2829, 6118]",2,0.2994497905671596,"[0.3175445058941841, 0.3603801651298999]",0.338962335512042
17928,O=C(NC1=CC=C(Cl)C(Cl)=C1)C1=NNC=C1,16,"[2400, 4391]",2,0.274121940433979,"[0.3721348215639591, 0.3243523257225751]",0.3482435736432671
12258,CC(C)[C@H]1NC(=O)[C@@H](C)NC1=O,12,"[350, 5964]",2,0.2444244717946276,"[0.5260445603728294, 0.3952853587269783]",0.46066495954990383
12259,CC1NC(=O)[C@@H](C(C)C)NC1=O,12,"[350, 5964]",2,0.2073804331384599,"[0.5260445603728294, 0.3952853587269783]",0.46066495954990383
22002,CC1=CC(NC(=O)C2=NC=CC=N2)=CC=C1Cl,17,"[4867, 5524]",2,0.2227413625270128,"[0.3231344264745712, 0.3131226861476898]",0.31812855631113046
6793,CC1CCN(C2=CC=NC=C2Cl)CC1,14,"[5060, 5165]",2,0.2129959316179156,"[0.4590954872965813, 0.5253878679871559]",0.49224167764186855
17709,ClC1=CC=C(Cl)C(NCC2=NNC=N2)=C1,15,[2432],1,0.2026893290132284,[0.5379453259706497],0.5379453259706497
25140,O=C(NCC1=CC=CC=C1)C1=CC(O)=CC(Cl)=C1,18,[2902],1,0.2397614522278308,[0.3792086631059647],0.3792086631059647
17781,NCC(=O)NC1CCN(C2=CC=C(Cl)C=C2Cl)C1,18,[6373],1,0.234757639542222,[0.3902160938829183],0.3902160938829183
22607,CNC1=CC=CC(Cl)=C1F,10,[5281],1,0.308216391056776,[0.418260557167232],0.418260557167232
29803,ClC1=CC=CC(NCC2=NNC=N2)=C1Cl,15,[811],1,0.2244726284593343,[0.5752689164876937],0.5752689164876937
24693,C=CC1=CC=C(O)C=C1Cl,10,[5551],1,0.3278012795746326,[0.3310845255851745],0.3310845255851745
17978,CNC(=O)NCC1=CC=C(C(F)(F)F)C=C1,16,[160],1,0.2204327536001801,[0.3192722043395042],0.3192722043395042
23532,C=CC1=CC(O)=CC=C1Cl,10,[5551],1,0.3205551099777222,[0.3310845255851745],0.3310845255851745
17627,CNC(=O)N(C)C1C2=C(CC1O)C(Cl)=CC(Cl)=C2,18,[5264],1,0.2468359061330557,[0.303319553360343],0.303319553360343
17460,CNC1CCN(C2=NC=C(Cl)C=C2F)C1,15,[6304],1,0.2149604191910475,[0.3773961367458105],0.3773961367458105
17268,CN1C=CC(C(=O)NC2=CC=C(Cl)C(Cl)=C2)=N1,17,[2400],1,0.3511191016435623,[0.3721348215639591],0.3721348215639591
23773,CN1C=CC=C(CNC2=CC=C(F)C(Cl)=C2)C1=O,18,[4889],1,0.2753257936239242,[0.3229727382957935],0.3229727382957935
16759,ClC1=CC=CC=C1N1CCC(NC2CCOCC2)C1,19,[5253],1,0.3381023556366563,[0.5731796565651893],0.5731796565651893
16757,O=C1NC(C2=CC=C(Cl)C=N2)=NC2=CC=CC=C12,18,[4978],1,0.2130827429145574,[0.4334049931168556],0.4334049931168556
29450,CN1C=CN=C1NC(=O)C1=CC=C(Cl)C(Cl)=C1,17,[4560],1,0.4562310376763344,[0.5006607256829738],0.5006607256829738
28607,CC1=C(OCC2=CC=C(Cl)C=C2)C(=O)C=CN1C,18,[1647],1,0.2270445501431822,[0.428293730020523],0.428293730020523
18122,ClC1=CC=C2N=CC=C(N3CCNCC3)C2=C1,17,[65],1,0.2174364345055073,[0.4442736321687698],0.4442736321687698
18150,CN1C=CC=C(C(=O)NC2=CC=C(Cl)C(Cl)=C2)C1=O,19,[4625],1,0.3898481746017933,[0.403384468704462],0.403384468704462
16731,ClC1=CC=C(CNC2=NOC=C2)C=C1,14,[2676],1,0.2032292848080396,[0.4669358740746975],0.4669358740746975
21855,CC1=C(OCC2=CC=C(Cl)C=C2)C(=O)C=CN1,17,[1647],1,0.2154971524700522,[0.428293730020523],0.428293730020523
26347,C=CC1=CC=CC(Cl)=C1O,10,[942],1,0.3149677258729935,[0.6316892343759537],0.6316892343759537
26614,CNC1=CC(Cl)=CC=C1F,10,[2846],1,0.2173839995637536,[0.3278383775055408],0.3278383775055408
26038,CN1C=CN=C1NC(=O)C1=CC=C(C(F)(F)F)C=C1,19,[5682],1,0.2594142486155033,[0.3132413417100906],0.3132413417100906
25936,CNC1=CC=C(Cl)C(F)=C1,10,[1691],1,0.2349935403466224,[0.7364785176515579],0.7364785176515579
20633,FC1=CC=C(C2=CC=C(N3CCNCC3)N=C2)C=C1Cl,20,[5483],1,0.31578797519207,[0.3117457420378923],0.3117457420378923
27564,O=C1C=COC=C1OCC1=CC=C(Cl)C=C1,16,[1010],1,0.2004882108420133,[0.3143338496983051],0.3143338496983051
23073,CNC(=O)C1=C(Cl)C=CC(Cl)=C1O,13,[383],1,0.2918338574469089,[0.3967091691493988],0.3967091691493988
20048,O=C1C(NC2CCOC2)CCN1C1=CC=C(F)C(Cl)=C1,20,[5290],1,0.319475437477231,[0.3847912307083607],0.3847912307083607
27617,CNC1=CC(C2=CC=CC=C2O)=CC=N1,15,[5913],1,0.2306183311343193,[0.3018296827375888],0.3018296827375888
19906,CSC1=C(F)C=C(NC(=O)N2CCOCC2)C=C1F,19,[5295],1,0.2932126895990222,[0.3850199620425701],0.3850199620425701
25549,FC1=CC=C(N2CCC(NC3CCOC3)C2)C=C1Cl,19,[5290],1,0.4060600720345974,[0.3847912307083607],0.3847912307083607
19194,O=C1SC=CN1CC1=CC=C(F)C(Cl)=C1,15,[5825],1,0.3845620736479759,[0.3445291259884834],0.3445291259884834
19053,CC1OC(=O)N(CC2=CC=CC=C2)C1=O,15,[5694],1,0.212355640232563,[0.3088508575968444],0.3088508575968444
26289,OC1=C(Cl)C=CC=C1C1=CC=NN1,13,[4167],1,0.2029798905551433,[0.3246947073936462],0.3246947073936462
18794,O=C1C=CN=CN1CC1=CC=C(Cl)C=C1Cl,16,[4610],1,0.2392574674636125,[0.3384876853227615],0.3384876853227615
18296,CN1C=C(C(=O)NC2=CC=C(Cl)C(Cl)=C2)C=N1,17,[3566],1,0.3539901179820299,[0.3539894633740186],0.3539894633740186
18249,CNC1=CC(Cl)=CC=C1N1CCOCC1,15,[3094],1,0.2502545341476798,[0.3726276510953903],0.3726276510953903
24375,OC1=CC=C(C2=NC=CO2)C=C1F,13,[5155],1,0.2158040234446525,[0.4570749145746231],0.4570749145746231
31,FC1=CC=C(CNC2=NC=CC=N2)C=C1Cl,16,[5413],1,0.3073727643303573,[0.3666689633205533],0.3666689633205533
16656,CC(SC1=CC=CC=C1Cl)C(=O)N1CCOCC1,18,[5262],1,0.2021128380298614,[0.334485145509243],0.334485145509243
2693,NC1CCN(C2=CC=NC3=C(C(F)(F)F)C=CC=C23)C1,20,[4936],1,0.3588413794338703,[0.4634954363107681],0.4634954363107681
3014,NCC(=O)N1CCN(C2=CC=C(Cl)C(Cl)=C2)CC1,18,[5054],1,0.2273693396523594,[0.3500687529146671],0.3500687529146671
3246,CN1C=C(C(=O)NC2=CC(Cl)=CC(Cl)=C2)C=N1,17,[899],1,0.2079981389269233,[0.3553463330864906],0.3553463330864906
3420,O=C(NC1=CC(Cl)=CC(Cl)=C1)N1CCOCC1,17,[5057],1,0.3356340579874813,[0.3165933016897179],0.3165933016897179
3459,CC1CN(C2=CC=C(C(F)(F)F)C=N2)CCC1N(C)C,20,[4961],1,0.2409184452891349,[0.5326149620860815],0.5326149620860815
3786,CN1N=CC=C1C1=CC=CC(Cl)=C1O,14,[4167],1,0.2093565841019153,[0.3246947073936462],0.3246947073936462
4409,CCNC1=CC(Cl)=CC=C1N1CCOCC1,16,[3094],1,0.2272141297534108,[0.3726276510953903],0.3726276510953903
4714,O=C(NC1=CC(F)=CC(F)=C1)C1=CC=CC=C1O,18,[5463],1,0.242944833561778,[0.3280556108802557],0.3280556108802557
4775,"N[C@@H]1CN(C2=CC=NC3=CC=CC=C23)C[C@H]1C1CC1 |&1:1,15|",19,[4936],1,0.2084745636954903,[0.4634954363107681],0.4634954363107681
5055,CNC(=O)N1CCC(OC2=CC=C(Cl)C(Cl)=C2)C1,18,[5261],1,0.3364026609063149,[0.4004819127917289],0.4004819127917289
5091,NC(=O)N1CCC(OC2=CC=C(Cl)C(Cl)=C2)C1,17,[5261],1,0.2666602827981114,[0.4004819127917289],0.4004819127917289
5364,CNC1=CC=C(C(F)(F)F)C=C1F,13,[4077],1,0.2369122829101979,[0.6051170754432679],0.6051170754432679
5692,NC(=O)OCC1=CC=C(Cl)C=C1,12,[103],1,0.2189881895668804,[0.3025340528041124],0.3025340528041124
6139,OC1=CC=C(C2CCN(C3=NC=CC=C3F)C2)C=C1,19,[6304],1,0.2331599597819149,[0.3773961367458105],0.3773961367458105
6315,O=C1NC2=CC=CC=C2C(=O)N1CC1=CC=C(Cl)C=C1,20,[5939],1,0.2918831852078438,[0.3534791035950184],0.3534791035950184
6619,CNC(=O)[C@@H](N)CC1=CC=C(C(F)(F)F)C=C1,17,[3209],1,0.2215169154852628,[0.5558388745784759],0.5558388745784759
2694,N[C@H]1CCN(C2=CC=NC3=C(C(F)(F)F)C=CC=C23)C1,20,[4936],1,0.31777457755059,[0.4634954363107681],0.4634954363107681
2692,N[C@@H]1CCN(C2=CC=NC3=C(C(F)(F)F)C=CC=C23)C1,20,[4936],1,0.253646462932229,[0.4634954363107681],0.4634954363107681
6736,CNC1CCN(C2=CC=C(Cl)C=C2)CC1,15,[6380],1,0.2776768543571233,[0.3240732018277049],0.3240732018277049
2570,O=C(O)C1=CC(C2=CC=C(F)C=C2)=CC=C1O,17,[5521],1,0.2452437743544578,[0.3919205409288406],0.3919205409288406
133,FC1=C(N2CCOCC2)C=CC2=C(Cl)C=CN=C12,18,[5632],1,0.6691659700870514,[0.5164243218302726],0.5164243218302726
264,NC(=O)NCC1=CC=C(C(F)(F)F)C=C1,15,[160],1,0.2118209155835211,[0.3192722043395042],0.3192722043395042
434,CNC1CCN(C2=CC=C(C(F)(F)F)C=C2)C1=O,18,[5286],1,0.419567352309823,[0.3327104634046554],0.3327104634046554
721,NC(=O)NC1CCN(C2=CC=C(Cl)C=C2Cl)C1,17,[6374],1,0.2512810884043574,[0.3311221777647734],0.3311221777647734
1076,CC1=C(C(=O)NCC2=CC=C(Cl)C(Cl)=C2)N=CN1,18,[4232],1,0.3188038851320743,[0.3479795125126839],0.3479795125126839
1092,O=C(NC1=CC=C(C(F)(F)F)C=C1)N1CCC[C@H]1CO,20,[6311],1,0.2087785145267844,[0.439843833297491],0.439843833297491
1093,O=C(NC1=CC=C(C(F)(F)F)C=C1)N1CCCC1CO,20,[6311],1,0.2462770517542958,[0.439843833297491],0.439843833297491
1182,CNC1=NN(C2=CC=CC(C(F)(F)F)=C2)C=C1,17,[5263],1,0.2307117304205894,[0.3843326051533222],0.3843326051533222
1243,FC1=CN=CC=C1N1CCN(C2=CC=CC=C2)CC1,19,[5327],1,0.458975851982832,[0.3278204955905676],0.3278204955905676
1334,CNC(=O)C1=NN(C2=CC=C(Cl)C=C2Cl)C=C1,17,[5391],1,0.2421295909583568,[0.3550429984927177],0.3550429984927177
1622,CNC1CCN(C2=NC=C(C(F)(F)F)C=C2Cl)CC1,19,[100],1,0.2379383970424533,[0.5610026505589485],0.5610026505589485
1835,CCNC1=CC=CC(Cl)=C1N1CCOCC1,16,[6333],1,0.2144481323100626,[0.5223970183730126],0.5223970183730126
2143,CCNC1CCN(C2=CC=C(Cl)C=C2)CC1,16,[6380],1,0.2589186248555779,[0.3240732018277049],0.3240732018277049
2336,CNC(=O)NC1COC2=C1C=CC(Cl)=C2Cl,16,[6253],1,0.3196408942341804,[0.4635158628225326],0.4635158628225326
2399,O=C1C=CC=NN1CC1=C(Cl)C(Cl)=CC=C1,16,[5310],1,0.2597555562667548,[0.4151323518902063],0.4151323518902063
6623,O=C1C=CC=NN1CC1=CC=C(C(F)(F)F)C=C1,18,[6260],1,0.2395278911292553,[0.3405680631101131],0.3405680631101131
6767,O=C(NCC1=CC=C(Cl)C(Cl)=C1)C1=CN=CN1,17,[4232],1,0.2789797879010439,[0.3479795125126839],0.3479795125126839
16297,CNC1CCN(C2=CC(C)=C3C=CC=CC3=N2)CC1,19,[1252],1,0.2430860771331936,[0.3384895197302103],0.3384895197302103
10724,"CC1=CC=CC2=C(N3C[C@@H](N)[C@H](C4CC4)C3)C=CN=C12 |&1:9,11|",20,[4936],1,0.2336292272619903,[0.4634954363107681],0.4634954363107681
10974,CN1C=C(C(=O)NC2=CC=C(Cl)C(Cl)=C2)C=CC1=O,19,[170],1,0.4070932704210281,[0.4944557391107082],0.4944557391107082
11129,OCCNC1CCCOC2=C(Cl)C(Cl)=CC=C21,17,[5059],1,0.2703699401766062,[0.3227629418671131],0.3227629418671131
11820,O=C(NC1=C(Cl)C(Cl)=CC=C1)N1CCCNCC1,18,[5558],1,0.2521313555538654,[0.3061550156772136],0.3061550156772136
12285,CN[C@@H](C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,15,[425],1,0.2066508929617703,[0.3108760663121939],0.3108760663121939
12489,CCNC(=O)C1=CC=CC(Cl)=C1O,13,[5299],1,0.2084544785507023,[0.4605395272374153],0.4605395272374153
12525,CC1=CC=NC(N2CCN(C3=CC=CC=C3F)CC2)=C1,20,[2044],1,0.2152599654346704,[0.3795620262622833],0.3795620262622833
122,ClC1=CC=C(N2CCC(NC3CCOCC3)C2)C=C1,19,[5253],1,0.2424628678848966,[0.5731796565651893],0.5731796565651893
13138,CN1N=CC=C1C(=O)NC1=CC=C(Cl)C(Cl)=C1,17,[4391],1,0.3448095023632049,[0.3243523257225751],0.3243523257225751
13420,CC1=CC=CC=C1N1CCN(C2=CC=NC=C2)CC1,19,[1894],1,0.2537645783275365,[0.4623784713447094],0.4623784713447094
13575,O=C(O)C1=CC=CN(CC2=CC=C(C(F)(F)F)C=C2)C1=O,21,[4582],1,0.4276517161726951,[0.4276551808416843],0.4276551808416843
15192,FC1=CC=CC=C1N1CCN(C2=CC=CC=N2)CC1,19,[2044],1,0.2381556460261344,[0.3795620262622833],0.3795620262622833
15427,CN1C=CC(C(=O)NC2=CC=CC(Cl)=C2Cl)=N1,17,[2509],1,0.2891204062104225,[0.4335191252827644],0.4335191252827644
15595,CCNC(=O)NC1COC2=C1C=CC(Cl)=C2Cl,17,[6253],1,0.2970886038243771,[0.4635158628225326],0.4635158628225326
16229,NC(=O)NCC1=CC=CC(Cl)=C1Cl,13,[4982],1,0.2208529135584831,[0.3887007939815521],0.3887007939815521
16253,CNC1=CC=CC(Cl)=C1N1CCOCC1,15,[6333],1,0.2536650367081165,[0.5223970183730126],0.5223970183730126
10747,OC1=CC=CC(CN2CCN(C3=CC=CC=C3F)CC2)=C1,21,[3801],1,0.2419180496782064,[0.3486060318350792],0.3486060318350792
10172,CC1CN(C2=CC=C(C(F)F)C=N2)CCC1N(C)C,19,[4961],1,0.2032791195064783,[0.5326149620860815],0.5326149620860815
6802,CC1=NC(C(=O)NCC2=CC=C(Cl)C(Cl)=C2)=CN1,18,[4232],1,0.251000475436449,[0.3479795125126839],0.3479795125126839
10141,O=C(NCC1=CC=C(Cl)C=C1)C1=CC=C(O)C=C1,18,[1102],1,0.2653371457010507,[0.3861054185032844],0.3861054185032844
7034,O=C(NCC1=CC=C(Cl)C=C1)C1=CC(O)=CC=C1,18,[1102],1,0.2375516036897897,[0.3861054185032844],0.3861054185032844
7074,ClC1=CC=C(CNC2=NN=CN2)C=C1Cl,15,[4178],1,0.3247668139636516,[0.3314539034664631],0.3314539034664631
7362,CC1CNC2=CC=C(C(=O)N3CCC(N(C)C)CC3)C=C21,21,[4643],1,0.2338858365779742,[0.3314308727905154],0.3314308727905154
7510,O=C1C=CC=NN1CC1=CC=C(Cl)C(Cl)=C1,16,[2895],1,0.4101667758822441,[0.5003664669394493],0.5003664669394493
7573,CN1C=CC=C(NC(=O)C2=CC=C(Cl)C=C2Cl)C1=O,19,[781],1,0.2396878699213266,[0.4373907530307769],0.4373907530307769
7762,CC(SC1=CC(Cl)=CC=C1Cl)C(N)=O,14,[5262],1,0.267003445662558,[0.334485145509243],0.334485145509243
8160,O=C1C=CN=CN1CC1=CC=C(C(F)(F)F)C=C1,18,[68],1,0.2231911069527268,[0.3296422489732504],0.3296422489732504
8683,CSC1CCN(C2=CC=C(Cl)C(F)=C2)C1=O,16,[5260],1,0.3932518944889307,[0.6951236957311631],0.6951236957311631
8960,ClC1=CC=CC2=C(N3CCNCC3)C=CN=C12,17,[2050],1,0.3776977155357599,[0.4798216261714697],0.4798216261714697
9331,O=C1C=CC=NN1CC1=CC=C(Cl)C=C1Cl,16,[1423],1,0.2034305763989687,[0.3668765890598297],0.3668765890598297
9834,CNC(=O)NC1CCN(C2=CC=C(Cl)C=C2Cl)C1,18,[6374],1,0.2955753985792398,[0.3311221777647734],0.3311221777647734
9965,O=C(CO)NC1CCN(C2=CC=C(Cl)C(Cl)=C2)C1,18,[5994],1,0.2533859868347645,[0.3109159745275974],0.3109159745275974
9993,FC1=CC2=C(N3CCOCC3)C=CN=C2C=C1Cl,18,[102],1,0.5640744006633759,[0.4171993425115943],0.4171993425115943
10063,CN(C)C1CCN(C2=CC=C3C=CC=CC3=N2)CC1,19,[1252],1,0.2256212156126275,[0.3384895197302103],0.3384895197302103
10138,CO[C@@H](C)C(=O)NC1=CC=C(Cl)C(O)=C1,15,[5873],1,0.2078392245061695,[0.4311390218138695],0.4311390218138695
12666,CNC1CCN(C2=CC=C3C=CC=CC3=N2)CC1,18,[1252],1,0.2371690255915746,[0.3384895197302103],0.3384895197302103
