,SA_Activity,SMILES,Compound_ID
3295,0.0,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)CN(C)C)-c1ccc(cc1)C,BRD-K93644064
3296,0.0,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@@H](CCNC(=O)CN2CCOCC2)O[C@@H]1CO,BRD-K35482563
3297,0.0,CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K63415536
3298,0.0,Cc1ccc(cc1)S(=O)(=O)N[C@H]1CC[C@@H](CCNC(=O)CN2CCOCC2)O[C@H]1CO,BRD-K87986199
3299,0.0,COc1ccccc1S(=O)(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)/C=C/C,BRD-K21491412
3300,0.0,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CCNC(=O)CN2CCOCC2)O[C@H]1CO,BRD-K60827396
3301,0.0,CN1C[C@H](O)COC[C@H]2O[C@@H](CC[C@@H]21)CC(=O)N1CCN(CC1)c1ccccc1,BRD-K33522546
3302,0.0,COc1ccc(cc1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,BRD-K29482145
3303,0.0,O[C@@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)S(=O)(=O)c1cccc(c1)Cl)CC(=O)NCCCN1CCOCC1,BRD-K54796473
3304,0.0,COc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,BRD-K15177088
3305,0.0,OC[C@H]1O[C@H](CCNS(=O)(=O)c2ccccc2)CC[C@H]1NC(=O)c1cnccn1,BRD-K56886830
3306,0.0,COc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,BRD-K64061917
3307,0.0,CN1CCN(CC1)C(=O)C[C@H]1O[C@H](CO)[C@@H](NC(=O)Nc2c(noc2C)C)C=C1,BRD-K03233804
3308,0.0,COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C#CC(C)(C)O,BRD-K40127851
3309,0.0,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)Cc1ccc3c(c1)OCO3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K83180232
3310,0.0,CCCC#Cc1ccc2c(c1)O[C@H](CN(C)S(=O)(=O)c1cccc(c1)OC)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K28357534
3311,0.0,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CC(=O)NCc2ccc(c(c2)Cl)Cl)O[C@H]1CO,BRD-K97655717
3312,0.0,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)CN1CCOCC1)C#Cc1cccc(c1)F,BRD-K75549340
3313,0.0,C[C@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1ccncc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K64812443
3314,0.0,C[C@H](O)C#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)O2)[C@@H](C)CO,BRD-K10139498
3315,0.0,Cn1cnc(c1)S(=O)(=O)N[C@H]1CC[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,BRD-K22304715
3316,0.0,OC[C@@H]1O[C@@H](CC(=O)N2CCC(CC2)Cc2ccccc2)C=C[C@H]1NS(=O)(=O)c1ccc(cc1)F,BRD-K52345133
3317,0.0,Cn1cnc(c1)S(=O)(=O)N[C@@H]1CC[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,BRD-K39341253
3318,0.0,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1cccc(c1)F)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K76064833
3319,0.0,Cn1cnc(c1)S(=O)(=O)N[C@H]1CC[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,BRD-K14896981
3320,0.0,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)CN1CCOCC1)C#Cc1cccc(c1)F,BRD-K30693441
3321,0.0,O[C@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1F)CC(=O)NCc1ccccc1Cl,BRD-K36349348
3322,0.0,CC(C)C#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c1cn(cn1)C)O2)[C@H](C)CO,BRD-K59442558
3323,0.0,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H](CO)[C@@H]1O2,BRD-K08000110
3324,0.0,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1cccc(c1)F)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K95583340
3325,0.0,CN(C)CCCNC(=O)C[C@@H]1O[C@@H](CO)[C@@H](NS(=O)(=O)c2ccccc2)C=C1,BRD-K81779733
3326,0.0,OC[C@@H]1O[C@H](CCNS(=O)(=O)c2ccc(cc2)F)CC[C@H]1NC(=O)C1CC1,BRD-K51547185
3327,0.0,CN(C)CCCNC(=O)C[C@H]1O[C@H](CO)[C@@H](NS(=O)(=O)c2ccccc2)C=C1,BRD-K82968105
3328,0.0,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)c1cccc(c1)F)Br,BRD-K14969673
3329,0.0,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)Cc1ccccc1F)C#CC1CC1,BRD-K36434096
3330,0.0,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1cccc(c1)F)[C@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K37914347
3331,0.0,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@H](C)N(C[C@H]1C)C(=O)Nc1c(noc1C)C)NC(=O)Nc1ccc(cc1)Cl,BRD-K15671588
3332,0.0,COCC#Cc1ccc2c(c1)O[C@H](CN(C)S(=O)(=O)c1cccc(c1)F)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K32558387
3333,0.0,CN(C)CCCNC(=O)C[C@H]1O[C@H](CO)[C@H](NS(=O)(=O)c2ccccc2)C=C1,BRD-K79829201
3334,0.0,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)S(=O)(=O)c1cccc(c1)F)C#CCN(C)C,BRD-K81121951
3335,0.0,CO[C@H](CN(C)S(=O)(=O)c1cccc(c1)Cl)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(cc1)Cl,BRD-K16636143
3336,0.0,OC[C@H]1O[C@@H](C[C@H]2[C@@H]1Oc1ccc(cc12)NS(=O)(=O)c1ccc(cc1)F)CC(=O)NCc1ccccc1F,BRD-K33447023
3337,0.0,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@@H](CC(=O)NCc2ccc(c(c2)Cl)Cl)O[C@H]1CO,BRD-K36564217
3338,0.0,CO[C@H](CN(C)S(=O)(=O)c1ccc(cc1)Cl)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1cccc(c1)Cl,BRD-K72694250
3339,0.0,CCC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)C#C[C@@H](C)O,BRD-K53397767
3340,0.0,CO[C@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(C[C@@H]1C)Cc1nccs1)NS(=O)(=O)CC(F)(F)F,BRD-K23042691
3341,1.0,CO[C@H](CN(C)S(=O)(=O)c1cn(cn1)C)[C@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,BRD-K82155738
3342,0.0,OC[C@H]1O[C@H](C[C@@H]2[C@H]1Oc1ccc(cc12)NS(=O)(=O)c1ccc(cc1)F)CC(=O)NCC(F)(F)F,BRD-K11585276
3343,1.0,CO[C@H](CN(C)S(=O)(=O)c1cn(cn1)C)[C@H](C)CN([C@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,BRD-K06457057
3344,0.0,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2)C#CCN(C)C,BRD-K25727685
3345,0.0,CCC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)C#C[C@H](C)O,BRD-K41477194
3346,0.0,NCC[C@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1,BRD-K86937129
3347,0.0,COc1ccc(cc1)NC(=O)N[C@H]1CC[C@H](CCNC(=O)CN2CCOCC2)O[C@H]1CO,BRD-K27754269
3348,0.0,CN(C)Cc1cn(nn1)CC[C@@H]1CC[C@H](N)[C@H](CO)O1,BRD-K15259298
3349,0.0,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1F)C#Cc1ccccc1,BRD-K25541557
3350,0.0,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccc(cc1)C)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K20676340
3351,0.0,CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccc(c1)F)[C@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K98905490
3352,0.0,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)F)Br,BRD-K35560035
3353,0.0,CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccc(c1)F)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K62657717
3354,0.0,COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)Cc1cccc(c1)F,BRD-K32324469
3355,0.0,C[C@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)CN(C)C)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K48733677
3356,0.0,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)Nc1cc(ccc1F)F)/C=C/c1ccccc1,BRD-K61486072
3357,0.0,CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccc(c1)F)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K84696136
3358,0.0,CO[C@H]1CN(C)C(=O)c2cc(ccc2OC[C@@H](C)N(C[C@@H]1C)C(=O)CN(C)C)NC(=O)c1ccc(cc1)F,BRD-K18179332
3359,0.0,C[C@@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)CN(C)C)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K28227614
3360,0.0,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)S(=O)(=O)C)C#CC1(O)CCCC1,BRD-K53625962
3361,0.0,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)NCC3CC3)O[C@H](CO)[C@@H]1O2,BRD-K60861723
3362,0.0,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)C(=O)CN1CCOCC1)-c1cncnc1,BRD-K76973159
3363,0.0,CO[C@H]1CN(C)C(=O)c2cc(ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)CN(C)C)NS(=O)(=O)C,BRD-K92484282
3364,0.0,COc1ccccc1C#Cc1cnc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)C(=O)c1ccc3c(c1)OCO3)O2)[C@@H](C)CO,BRD-K19147816
3365,0.0,OC[C@@H]1O[C@@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NC(=O)Nc1ccc2c(c1)OCO2,BRD-K80712075
3366,0.0,CCCNC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(cc2OC[C@H]1C)NS(=O)(=O)CC(F)(F)F)OC,BRD-K67187917
3367,0.0,CO[C@H]1CN(C)C(=O)c2cc(ccc2OC[C@H](C)N(C[C@H]1C)C(=O)CN(C)C)NS(=O)(=O)C,BRD-K89305325
3368,0.0,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@H](C)N(C[C@@H]1C)C(=O)Nc1c(noc1C)C)NC(=O)Nc1cccc(c1)F,BRD-K72464678
3369,0.0,OC[C@H]1O[C@H](CCNC(=O)CN2CCOCC2)CC[C@@H]1NC(=O)c1ccccc1F,BRD-K68618894
3370,0.0,CO[C@H]1CN(C)C(=O)c2ccc(cc2OC[C@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1)NS(=O)(=O)c1cccc(c1)OC,BRD-K74855272
3371,0.0,C[C@H](O)C#Cc1cnc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)C(=O)CN1CCOCC1)O2)[C@H](C)CO,BRD-K90382193
3372,0.0,CCCNC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)Cc1ccc(cc1)-c1ccccn1,BRD-K58336692
3373,0.0,NNC(=O)C1CCCC1,BRD-K89547180
3374,0.0,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(CCC(F)(F)F)C[C@@H]1C)NS(=O)(=O)c1cn(cn1)C,BRD-K74738154
3375,0.0,CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C#CC(C)(C)O,BRD-K32130422
3376,0.0,CN1CCN(CC1)C(=O)C[C@@H]1O[C@H](CO)[C@@H](NC(=O)Nc2c(noc2C)C)C=C1,BRD-K67176152
3377,0.0,CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C#CC(C)(C)O,BRD-K64959993
3378,0.0,CN1CCN(CC1)C(=O)C[C@@H]1O[C@H](CO)[C@H](NC(=O)Nc2c(noc2C)C)C=C1,BRD-K34122348
3379,0.0,C[C@@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)C1CCCCC1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K46861591
3380,0.0,COc1ccccc1S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,BRD-K79906587
3381,0.0,C[C@@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)C1CCCCC1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K22940278
3382,0.0,OC[C@H]1O[C@H](CC[C@@H]1NC(=O)CN1CCOCC1)CC(=O)NC1CCC1,BRD-K71527564
3383,0.0,OC[C@H]1O[C@H](CCNC(=O)Cc2ccccn2)CC[C@H]1NC(=O)CN1CCOCC1,BRD-K39017644
3384,0.0,CN(C)Cc1cn(nn1)CC[C@@H]1CC[C@@H](NC(=O)Cc2cccnc2)[C@@H](CO)O1,BRD-K33761091
3385,0.0,CN(C)CCNc1c(cnc2c1C(=O)N(C)C(=O)N2C)C,BRD-K09987798
3386,0.0,OC[C@H]1O[C@@H](CCNS(=O)(=O)c2ccc(cc2)F)CC[C@H]1NC(=O)C1CC1,BRD-K92373832
3387,0.0,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)C1CCCCC1)Br,BRD-K03428462
3388,0.0,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)Cc1cncnc1)C#CC1CCCC1,BRD-K84909597
3389,0.0,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)CC1CC1)C#Cc1ccccc1F,BRD-K56722598
3390,0.0,NCC[C@H]1CC[C@@H](NC(=O)C2CCCC2)[C@@H](CO)O1,BRD-K13233518
3391,0.0,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)C1CCCCC1)Br,BRD-K80562258
3392,0.0,NCC[C@H]1CC[C@H](NC(=O)C2CCCC2)[C@@H](CO)O1,BRD-K37952366
3393,0.0,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)C1CCCCC1)Br,BRD-K35320992
3394,0.0,CCS(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)NCc2ccc(cc2)Cl)O[C@H]1CO,BRD-K52760318
3395,0.0,COc1ccccc1-c1ccc2c(c1)O[C@H](CN(C)C(=O)c1ccncc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K19587607
3396,0.0,NCC[C@@H]1CC[C@@H](NC(=O)C2CCCC2)[C@H](CO)O1,BRD-K52442923
3397,0.0,COCC(=O)N1C[C@H](C)[C@@H](CN(C)C(=O)c2cc(ccc2OC[C@H]1C)NC(=O)c1ccc(cc1)OC)OC,BRD-K82447705
3398,0.0,NCC[C@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@@H](CO)O1,BRD-K06227368
3399,0.0,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@H](C)N(C[C@H]1C)Cc1cccnc1)NS(=O)(=O)CC(F)(F)F,BRD-K82176569
3400,0.0,NCC[C@@H]1CC[C@H](NC(=O)C2CCCC2)[C@H](CO)O1,BRD-K45631201
3401,0.0,COc1ccccc1-c1ccc2c(c1)O[C@H](CN(C)C(=O)c1ccncc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K27924967
3402,0.0,COCC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#CCC1CCCC1,BRD-K91996209
3403,0.0,CO[C@H]1CN(C)C(=O)c2cc(ccc2OC[C@@H](C)N(C[C@@H]1C)Cc1cccnc1)NC(=O)C1CCOCC1,BRD-K59377703
3404,0.0,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)CC1CCOCC1)C#Cc1cccnc1,BRD-K25246124
3405,0.0,COCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(ccc2OC[C@H]1C)NC(=O)c1ccc(cc1)OC)OC,BRD-K19333904
3406,0.0,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)CC1CCOCC1)C#Cc1cccnc1,BRD-K54153788
3407,0.0,CO[C@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(C[C@@H]1C)C(=O)Cc1ccccn1)NC(=O)C1CC1,BRD-K26756572
3408,0.0,CNC[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C#CCN(C)C,BRD-K53223020
3409,0.0,OC[C@H]1O[C@H](CCNC(=O)Cc2ccccn2)CC[C@@H]1NC(=O)CN1CCOCC1,BRD-K18986854
3410,0.0,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)Cc1ccccn1)-c1ccc(cc1)C(=O)N(C)C,BRD-K53291151
3411,0.0,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)c1cnccn1)C#CCC1CCCC1,BRD-K12513087
3412,0.0,COc1ccc(cc1)NC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)C#C[C@@H](C)O,BRD-K15365356
3413,0.0,OC[C@H]1O[C@@H](CCNC(=O)Cc2ccccn2)CC[C@H]1NC(=O)CN1CCOCC1,BRD-K26150155
3414,0.0,Fc1ccc(cc1)/C=C/CN(CCCCNS(=O)(=O)c1cccc2cnccc12)C/C=C/c1ccc(cc1)F,BRD-K66895822
3415,0.0,OC[C@@H]1O[C@@H](CC(=O)NCc2ccncn2)C=C[C@H]1NC(=O)c1ccncc1,BRD-K87278956
3416,0.0,CO[C@@H]1CN(C)C(=O)c2cc(ccc2OC[C@@H](C)N(CCc2ccccc2)C[C@@H]1C)NC(=O)NC1CCCCC1,BRD-K51585944
3417,0.0,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)NC1CCCC1)-c1cncnc1,BRD-K43775724
3418,0.0,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)Cc1cncnc1)C#CC1CCCC1,BRD-K31036503
3419,0.0,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)NC1CCCC1)-c1cncnc1,BRD-K90753276
3420,0.0,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)S(=O)(=O)C)C#Cc1ccc(cc1)F,BRD-K74700546
3421,0.0,CC(C)NC(=O)N[C@@H]1C=C[C@@H](CC(=O)O)O[C@@H]1CO,BRD-K64753899
3422,0.0,CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cnccn1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K38039905
3423,0.0,CN1CCN(CC1)C(=O)C[C@@H]1O[C@@H](CO)[C@H](NC(=O)c2ccc3c(c2)OCO3)C=C1,BRD-K49803681
3424,0.0,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K02715495
3425,0.0,OC[C@H]1O[C@H](CCNS(=O)(=O)c2ccc(cc2)F)CC[C@H]1NS(=O)(=O)c1ccccc1Cl,BRD-K29787230
3426,0.0,COCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@H](C)CN(Cc1cccc(c1)F)[C@@H](C)CO2,BRD-K53776810
3427,0.0,OC[C@@H]1O[C@@H](CCNS(=O)(=O)c2ccc(cc2)F)CC[C@H]1NS(=O)(=O)c1ccccc1Cl,BRD-K71046815
3428,0.0,CC(C)NC(=O)N[C@@H]1C=C[C@@H](CC(=O)O)O[C@H]1CO,BRD-K39859838
3429,0.0,OC[C@@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@H]1NC(=O)c1ccc2c(c1)OCO2,BRD-K35729691
3430,0.0,CN(C)C(=O)C[C@H]1CC[C@H](NC(=O)C2CC2)[C@H](CO)O1,BRD-K15048276
3431,0.0,OC[C@@H]1O[C@@H](CC(=O)N2CCOCC2)C=C[C@@H]1NC(=O)c1ccc2c(c1)OCO2,BRD-K29096519
3432,0.0,COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C#CCC1CCCC1,BRD-K48957279
3433,0.0,COCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(ccc2OC[C@@H]1C)NC(=O)c1ccc(cc1)OC)OC,BRD-K08843347
3434,0.0,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)S(=O)(=O)c1cccc(c1)F)C#CCN(C)C,BRD-K83631404
3435,0.0,CO[C@@H]1CN(C)C(=O)c2cc(ccc2OC[C@H](C)N(C[C@H]1C)C(=O)NC(C)C)NS(=O)(=O)CC(F)(F)F,BRD-K63403474
3436,0.0,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)C1CCCCC1)Br,BRD-K70415973
3437,0.0,CO[C@@H]1CN(C)C(=O)c2cc(ccc2OC[C@H](C)N(C[C@@H]1C)C(=O)C1CCOCC1)NS(=O)(=O)C,BRD-K62237490
3438,0.0,COCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccc(cc2OC[C@H]1C)NC(=O)c1cc(on1)C)OC,BRD-K77551721
3439,0.0,COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C[C@H](C)[C@@H](CN(C)C2=O)OC)Cc1ccccc1F,BRD-K56283394
3440,0.0,CO[C@H]1CN(C)C(=O)c2cc(ccc2OC[C@H](C)N(C[C@@H]1C)C(=O)c1ccc2c(c1)OCO2)NS(=O)(=O)C,BRD-K94395599
3441,0.0,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@H](C)N(C[C@H]1C)Cc1cccnc1)NC(=O)C1CCOCC1,BRD-K15640630
3442,0.0,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN(Cc1ccc(cc1)-c1ccccn1)[C@@H](C)CO2,BRD-K20877010
3443,0.0,CO[C@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(C[C@H]1C)Cc1cccnc1)NC(=O)C1CCOCC1,BRD-K46786779
3444,0.0,OC[C@H]1O[C@@H](CC[C@H]1NC(=O)CN1CCOCC1)CC(=O)NC1CCC1,BRD-K57296856
3445,0.0,COCC(=O)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc(cc2OC[C@@H]1C)NC(=O)c1ccc(cc1)OC)OC,BRD-K81974123
3446,0.0,COC(=O)C1=CC(=O)NC2=C1C(=O)N(C)C(=O)N2C,BRD-K01890082
3447,0.0,OC[C@@H]1O[C@H](CCNS(=O)(=O)c2ccc(cc2)F)CC[C@@H]1NS(=O)(=O)c1ccccc1Cl,BRD-K61636692
3448,0.0,OC[C@@H]1O[C@@H](CC(=O)NCc2ccncn2)C=C[C@@H]1NC(=O)c1ccc(cc1)F,BRD-K29001332
3449,0.0,OC[C@H]1O[C@@H](CC[C@@H]1NC(=O)CN1CCOCC1)CC(=O)NC1CCC1,BRD-K07176490
3450,0.0,CO[C@H](CN(C)S(=O)(=O)c1cccc(c1)Cl)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(c1)Cl,BRD-K84739463
3451,0.0,COCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(cc2OC[C@H]1C)NC(=O)c1cc(on1)C)OC,BRD-K45105133
3452,0.0,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)C1CCOCC1)C1=CCCCC1,BRD-K62203376
3453,0.0,OC[C@H]1O[C@H](CC[C@H]1NC(=O)CN1CCOCC1)CC(=O)NC1CCC1,BRD-K29417207
3454,0.0,CO[C@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(cc1)F,BRD-K87893855
3455,0.0,CC(C)(C)c1ccc2c(c1)O[C@@H](CO2)C(=O)N/N=C/c1ccc[nH]1.CC(C)(C)c1ccc2c(c1)O[C@@H](CO2)C(=O)N/N=C\c1ccc[nH]1,BRD-M06219722
3456,0.0,CC(C)NC(=O)N[C@@H]1C=C[C@H](CC(=O)NCCCN(C)C)O[C@@H]1CO,BRD-K34209560
3457,0.0,OC[C@H](Cc1ccccc1)NC(=O)C[C@H](CC=C)C(=O)NC[C@@H](OC(=O)[C@@H](CC=C)Cc1ccc(cc1)F)c1ccccc1,BRD-K28383918
