matched_fragments,fragment_SMILES,length_of_fragment,matched_molecules,number_of_matched_molecules,fragment_scores,full_molecule_scores,average_molecule_score
78265,CCOC1=CC(Cl)=CC=C1O,11,"[509, 539, 710, 711, 713, 849, 1135, 1164, 1578, 2165, 2230, 2231, 2232, 2233, 2250, 2251, 2252, 2253, 3027, 3279, 3345, 3398, 3592, 3593]",24,0.0524826325709,"[0.200840425491333, 0.2764291360974312, 0.2478510245680809, 0.2347535647451877, 0.3456683069467544, 0.2584936931729317, 0.2468439728021621, 0.2529199533164501, 0.2619967341423034, 0.2288135584443807, 0.2023520063608885, 0.2358437243849039, 0.2767640516161919, 0.2136118669062852, 0.2937541618943214, 0.2923952154815197, 0.2296755596995353, 0.2504028163850307, 0.2591716863214969, 0.2084290340542793, 0.2023765541613102, 0.2452323134988546, 0.231833666190505, 0.2085132196545601]",0.24604026026402911
78215,CCNC1=CC=C(Cl)C(Cl)=C1,11,"[200, 405, 908, 1052, 1057, 1255, 1265, 1290, 1378, 1507, 1667, 1812, 1874, 2208, 2217, 2406, 2596, 2791, 3010, 3320, 3389, 3446, 3596]",23,0.1452393648680299,"[0.3151543073356151, 0.2066120682284236, 0.3703366287052631, 0.2716214999556541, 0.2037885855883359, 0.2332436807453632, 0.2059144170954823, 0.2084689635783433, 0.231082297116518, 0.21177858710289, 0.2255878359079361, 0.2513679556548595, 0.2044935129582882, 0.2182057410478592, 0.2360956951975822, 0.3380266800522804, 0.2077771242707967, 0.2387391060590744, 0.2046753838658332, 0.2879981242120266, 0.2589010246098041, 0.2138934794813394, 0.2487143203616142]",0.24315117474483403
8742,CC(C)Cc1ccc(O)cc1,11,"[277, 300, 511, 535, 564, 608, 619, 774, 844, 870, 976, 1091, 1579, 1685, 1686, 1937, 2074, 2091, 3152, 3160, 3507]",21,0.0562083580065518,"[0.5501516826450825, 0.2752169705927372, 0.2069317687302828, 0.3574882641434669, 0.3028478153049946, 0.2130245469510555, 0.2933682069182396, 0.2153747931122779, 0.2024513587355613, 0.2358854100108146, 0.2027561862021684, 0.2763381280004978, 0.320631318539381, 0.2274776227772235, 0.2371124699711799, 0.2190558187663555, 0.2152770467102527, 0.3000388033688068, 0.2587101452052593, 0.2245007913559675, 0.2995400249958038]",0.2682942463351147
76761,COC1=CC=CC(Cl)=C1O,10,"[473, 582, 851, 879, 905, 976, 1053, 1175, 1180, 1298, 1618, 1673, 1674, 1998, 2295, 2300, 2586, 2611, 3169, 3510, 3641]",21,0.0522975563071668,"[0.2157890059053898, 0.2734781973063945, 0.2387975215911865, 0.2585983537137508, 0.2643651124089956, 0.2027561862021684, 0.2494072556495666, 0.2144927747547626, 0.2110832039266824, 0.2626564979553222, 0.2783445756882429, 0.2418416574597358, 0.2232120852917432, 0.245099975168705, 0.2879381321370601, 0.2855176091194152, 0.2265116415917873, 0.2484569333493709, 0.2319016799330711, 0.3110377207398415, 0.2257640670984983]",0.24747858033293768
77924,CCCC1=CC=C(Cl)C(Cl)=C1,11,"[120, 300, 426, 507, 791, 889, 1031, 1091, 1811, 1957, 2091, 2676, 2677, 2722, 2886, 3338, 3507, 3524, 3526, 3600]",20,0.1079276693519204,"[0.2591340817511082, 0.2752169705927372, 0.2254410333931446, 0.2267315335571766, 0.2030022244900465, 0.2629199482500553, 0.2424270011484623, 0.2763381280004978, 0.2278972446918487, 0.341479118168354, 0.3000388033688068, 0.2428443919867277, 0.220575113967061, 0.2075705170631408, 0.2616319924592972, 0.2560152240097523, 0.2995400249958038, 0.212920881435275, 0.229253639653325, 0.2111002091318368]",0.24910390410572286
77061,OCC1=CC=C(Cl)C(Cl)=C1,10,"[46, 55, 578, 887, 1493, 1496, 1811, 2119, 2217, 2382, 2686, 3034, 3088, 3111, 3240, 3297, 3357, 3472, 3524]",19,0.1841823169961571,"[0.2453069861978292, 0.2249952647835016, 0.2124320483300835, 0.2211444597691297, 0.3657699838280678, 0.2601795792579651, 0.2278972446918487, 0.2593472342938184, 0.2360956951975822, 0.2295069959014654, 0.244341454654932, 0.2570435225963592, 0.2139343775808811, 0.3756552435457706, 0.2375317737460136, 0.2231070052832365, 0.2012438130564987, 0.2571631424129009, 0.212920881435275]",0.24766403718753469
76738,CNC1=CC=CC(Cl)=C1Cl,10,"[214, 242, 249, 427, 754, 1144, 1176, 1355, 2002, 2085, 2095, 2515, 3007, 3008, 3210, 3442, 3623]",17,0.2037753773620352,"[0.2578309409320354, 0.2252348389476537, 0.4078838676214218, 0.282796148955822, 0.2286387123167514, 0.3251830630004406, 0.2043138990178704, 0.2521509755402803, 0.203663370013237, 0.2145139746367931, 0.2268746212124824, 0.3535112172365188, 0.2580798655748367, 0.2567879736423492, 0.2206877090036869, 0.2859587393701076, 0.2769133910536766]",0.2635896063574097
78264,CC(O)C1=CC(Cl)=CC=C1O,11,"[2183, 2649, 2653, 2656, 2657, 2674, 2681, 2682, 2684, 2697, 3139, 3296, 3341, 3469, 3523, 3604]",16,0.0506350347306579,"[0.2259469851851463, 0.3688788630068302, 0.2212270155549049, 0.2032979201525449, 0.2650792833417654, 0.2187217682600021, 0.2122757166624069, 0.321837717294693, 0.2054905900731682, 0.2900868147611618, 0.203970642760396, 0.2686665393412113, 0.2771868571639061, 0.2956012442708015, 0.2428789511322975, 0.2414900496602058]",0.2539148099138401
81742,OCCOC1=CC=C(Cl)C=C1,11,"[104, 358, 413, 575, 692, 904, 983, 998, 1004, 1008, 1071, 1263, 1887, 2410, 2497, 2629]",16,0.052067260723561,"[0.2301411226391792, 0.3125697143375873, 0.2177625797688961, 0.2410352863371372, 0.2095167383551597, 0.2444755122065544, 0.2784305691719055, 0.3847232863306999, 0.2874540373682975, 0.275206096470356, 0.2412018164992332, 0.2214677102863788, 0.2205222971737384, 0.2190885305404663, 0.2467670306563377, 0.2686374634504318]",0.2561874869745224
81741,OCCOC1=CC=CC=C1Cl,11,"[104, 300, 358, 473, 1091, 1120, 1175, 1178, 1263, 1311, 1998, 1999, 2091, 2629, 3507, 3641]",16,0.0880092175677418,"[0.2301411226391792, 0.2752169705927372, 0.3125697143375873, 0.2157890059053898, 0.2763381280004978, 0.2364215590059757, 0.2144927747547626, 0.2570995084941387, 0.2214677102863788, 0.2316640824079513, 0.245099975168705, 0.2033231753855943, 0.3000388033688068, 0.2686374634504318, 0.2995400249958038, 0.2257640670984983]",0.25085025536827743
6381,CC(C)(C)c1ccc(O)cc1,11,"[0, 284, 354, 899, 1409, 2339, 2350, 2397, 2597, 2999, 3103, 3152, 3605]",13,0.0640625117928721,"[0.203643961623311, 0.3553146496415138, 0.2690381376072764, 0.2800492219626903, 0.456021748483181, 0.2514101274311542, 0.2656982541084289, 0.2484938617795705, 0.2554705832153559, 0.3625601135194302, 0.3055334195494651, 0.2587101452052593, 0.2085419375449419]",0.286191243205506
81838,OC1=CC=C(Cl)C(Cl)=C1,9,"[710, 777, 2076, 2145, 2161, 2230, 2232, 2250, 3027, 3369, 3398, 3592]",12,0.3549293652176857,"[0.2478510245680809, 0.2020231982693076, 0.2854136429727077, 0.3549294378608465, 0.4160995043814182, 0.2023520063608885, 0.2767640516161919, 0.2937541618943214, 0.2591716863214969, 0.214894238486886, 0.2452323134988546, 0.231833666190505]",0.26919324436845876
78123,CCCOC1=CC=CC=C1Cl,11,"[104, 106, 358, 1120, 1178, 1208, 1311, 1360, 2586, 2629, 3306, 3341]",12,0.0746025389526039,"[0.2301411226391792, 0.2728304222226143, 0.3125697143375873, 0.2364215590059757, 0.2570995084941387, 0.4089702978730202, 0.2316640824079513, 0.2004054814577102, 0.2265116415917873, 0.2686374634504318, 0.2392249211668968, 0.2771868571639061]",0.26347192265093317
78258,CC(O)C1=CC=C(Cl)C(Cl)=C1,11,"[1493, 1496, 1811, 2119, 2686, 3034, 3088, 3111, 3240, 3297, 3357, 3524]",12,0.2066490096971392,"[0.3657699838280678, 0.2601795792579651, 0.2278972446918487, 0.2593472342938184, 0.244341454654932, 0.2570435225963592, 0.2139343775808811, 0.3756552435457706, 0.2375317737460136, 0.2231070052832365, 0.2012438130564987, 0.212920881435275]",0.2565810094975556
76762,COC1=CC=C(Cl)C(Cl)=C1,10,"[710, 777, 2076, 2161, 2230, 2232, 2250, 3027, 3369, 3398, 3592]",11,0.232641496323049,"[0.2478510245680809, 0.2020231982693076, 0.2854136429727077, 0.4160995043814182, 0.2023520063608885, 0.2767640516161919, 0.2937541618943214, 0.2591716863214969, 0.214894238486886, 0.2452323134988546, 0.231833666190505]",0.26139904496005983
78213,CCNC1=CC=CC(Cl)=C1Cl,11,"[242, 249, 427, 1176, 2002, 2515, 3007, 3008, 3210, 3442, 3623]",11,0.1690850391751155,"[0.2252348389476537, 0.4078838676214218, 0.282796148955822, 0.2043138990178704, 0.203663370013237, 0.3535112172365188, 0.2580798655748367, 0.2567879736423492, 0.2206877090036869, 0.2859587393701076, 0.2769133910536766]",0.2705300927670164
76783,COC1=C(O)C=CC=C1Cl,10,"[473, 582, 1175, 1998, 2295, 2300, 2586, 2611, 3169, 3510, 3641]",11,0.0679407046176493,"[0.2157890059053898, 0.2734781973063945, 0.2144927747547626, 0.245099975168705, 0.2879381321370601, 0.2855176091194152, 0.2265116415917873, 0.2484569333493709, 0.2319016799330711, 0.3110377207398415, 0.2257640670984983]",0.25145343064584513
81805,CC1=CC=CC(Cl)=C1Cl,9,"[162, 300, 533, 1091, 1145, 1235, 1331, 2091, 2906, 3397, 3507]",11,0.0983317267848178,"[0.2256831048056483, 0.2752169705927372, 0.2494773656129837, 0.2763381280004978, 0.3046388626098633, 0.2301969610154629, 0.2559474091976881, 0.3000388033688068, 0.2059070525690913, 0.2076687050983309, 0.2995400249958038]",0.2573321261697194
79475,COC1=CC=CC(Cl)=C1OC,11,"[473, 582, 1175, 1998, 2295, 2300, 2586, 2611, 3169, 3510, 3641]",11,0.050049417396076,"[0.2157890059053898, 0.2734781973063945, 0.2144927747547626, 0.245099975168705, 0.2879381321370601, 0.2855176091194152, 0.2265116415917873, 0.2484569333493709, 0.2319016799330711, 0.3110377207398415, 0.2257640670984983]",0.25145343064584513
76768,COC1=CC=C(O)C(Cl)=C1,10,"[248, 402, 804, 877, 1168, 1172, 2704, 3007, 3263, 3608]",10,0.0671148138586431,"[0.2568588502705097, 0.2642206013202667, 0.2028577759861946, 0.2014194436371326, 0.2216562427580356, 0.2335718467831611, 0.2506329372525215, 0.2580798655748367, 0.2803342677652836, 0.322574844956398]",0.249220667630434
79507,COC1=CC=C(OC)C(Cl)=C1,11,"[248, 402, 804, 877, 1168, 1172, 2704, 3007, 3263, 3608]",10,0.0570900889346376,"[0.2568588502705097, 0.2642206013202667, 0.2028577759861946, 0.2014194436371326, 0.2216562427580356, 0.2335718467831611, 0.2506329372525215, 0.2580798655748367, 0.2803342677652836, 0.322574844956398]",0.249220667630434
79489,COC1=CC=C(CO)C=C1Cl,11,"[154, 277, 1028, 1571, 2047, 2727, 2728, 2897, 3324, 3570]",10,0.0549528460949659,"[0.5237967811524868, 0.5501516826450825, 0.5429364830255509, 0.5444398269057273, 0.5296471633017064, 0.5346906684339047, 0.5180177599191665, 0.5051155112683773, 0.5243813127279282, 0.5162243105471134]",0.5289401499927044
78271,CC(O)C1=CC=C(O)C(Cl)=C1,11,"[154, 277, 1028, 1571, 2047, 2727, 2728, 2897, 3324, 3570]",10,0.0784349987283349,"[0.5237967811524868, 0.5501516826450825, 0.5429364830255509, 0.5444398269057273, 0.5296471633017064, 0.5346906684339047, 0.5180177599191665, 0.5051155112683773, 0.5243813127279282, 0.5162243105471134]",0.5289401499927044
77065,OCC1=CC=C(O)C(Cl)=C1,10,"[154, 277, 1028, 1571, 2047, 2727, 2728, 2897, 3324, 3570]",10,0.0827695076353847,"[0.5237967811524868, 0.5501516826450825, 0.5429364830255509, 0.5444398269057273, 0.5296471633017064, 0.5346906684339047, 0.5180177599191665, 0.5051155112683773, 0.5243813127279282, 0.5162243105471134]",0.5289401499927044
78308,CCOC1=C(O)C=CC=C1Cl,11,"[473, 582, 1175, 1998, 2295, 2300, 2586, 3169, 3510, 3641]",10,0.0815356149338185,"[0.2157890059053898, 0.2734781973063945, 0.2144927747547626, 0.245099975168705, 0.2879381321370601, 0.2855176091194152, 0.2265116415917873, 0.2319016799330711, 0.3110377207398415, 0.2257640670984983]",0.25175308037549254
76767,COC1=CC=C(O)C=C1Cl,10,"[248, 402, 804, 877, 1168, 1172, 2704, 3007, 3263, 3608]",10,0.0818854830693453,"[0.2568588502705097, 0.2642206013202667, 0.2028577759861946, 0.2014194436371326, 0.2216562427580356, 0.2335718467831611, 0.2506329372525215, 0.2580798655748367, 0.2803342677652836, 0.322574844956398]",0.249220667630434
78214,CC(N)C1=CC=C(Cl)C(Cl)=C1,11,"[426, 507, 791, 2676, 2677, 3034, 3512, 3526, 3600]",9,0.0536181105264404,"[0.2254410333931446, 0.2267315335571766, 0.2030022244900465, 0.2428443919867277, 0.220575113967061, 0.2570435225963592, 0.2755771532654762, 0.229253639653325, 0.2111002091318368]",0.2323965357823504
80149,NC(=O)C1=CC=C(Cl)C(Cl)=C1,11,"[481, 578, 725, 835, 908, 1594, 1722, 2319, 3472]",9,0.0889265845296904,"[0.215582263097167, 0.2124320483300835, 0.2009358182549476, 0.2237550139427185, 0.3703366287052631, 0.283351731300354, 0.2232285179197788, 0.2734712705016136, 0.2571631424129009]",0.25113960382942524
78256,CCOC1=CC=CC(Cl)=C1O,11,"[905, 976, 1053, 1175, 2295, 2300, 2586, 3169, 3510]",9,0.0578532363288104,"[0.2643651124089956, 0.2027561862021684, 0.2494072556495666, 0.2144927747547626, 0.2879381321370601, 0.2855176091194152, 0.2265116415917873, 0.2319016799330711, 0.3110377207398415]",0.252658679170741
78499,ClC1=CC2=C(C=C1Cl)N=CN2,11,"[1072, 1558, 1559, 1562, 1567, 1570, 1888, 2359, 2882]",9,0.1525478748604655,"[0.2259444650262594, 0.2264333669096231, 0.2529790133237838, 0.2228284113109112, 0.2007220469415188, 0.3211766242980957, 0.2372938573360443, 0.2162315301597118, 0.2886225888505578]",0.2435813226840562
19997,CCCc1ccc(O)c(C)c1,11,"[255, 277, 284, 2166, 2999, 3059, 3103, 3152, 3577]",9,0.0628377239219844,"[0.2132368322461843, 0.5501516826450825, 0.3553146496415138, 0.2833647052198103, 0.3625601135194302, 0.2936655536293983, 0.3055334195494651, 0.2587101452052593, 0.2319831561297178]",0.3171689175317624
81837,OC1=CC=CC(Cl)=C1Cl,9,"[300, 331, 429, 1030, 1091, 1109, 2091, 3507]",8,0.3649532198905945,"[0.2752169705927372, 0.5745939269661904, 0.2132754184305668, 0.4513999089598656, 0.2763381280004978, 0.2039586037397384, 0.3000388033688068, 0.2995400249958038]",0.32429522313177583
15741,CCCc1cc(C)ccc1O,11,"[1425, 1963, 2166, 2317, 2685, 3088, 3181, 3297]",8,0.0648624724708497,"[0.3275651425123215, 0.2403470231220126, 0.2833647052198103, 0.200551619194448, 0.2064008340239524, 0.2139343775808811, 0.233799809217453, 0.2231070052832365]",0.2411338145192644
76760,COC1=CC=CC(Cl)=C1Cl,10,"[300, 331, 429, 1030, 1091, 1109, 2091, 3507]",8,0.2418084308505058,"[0.2752169705927372, 0.5745939269661904, 0.2132754184305668, 0.4513999089598656, 0.2763381280004978, 0.2039586037397384, 0.3000388033688068, 0.2995400249958038]",0.32429522313177583
81672,OCCC1=CC(Cl)=CC=C1O,11,"[983, 998, 1004, 1008, 1071, 1887, 2507, 2567]",8,0.0703373252181336,"[0.2784305691719055, 0.3847232863306999, 0.2874540373682975, 0.275206096470356, 0.2412018164992332, 0.2205222971737384, 0.287481976673007, 0.2573813416995108]",0.2790501776733435
78216,CCNC1=CC=C(Cl)C(O)=C1,11,"[248, 472, 804, 877, 1168, 1172, 2704, 3263]",8,0.0553880612831562,"[0.2568588502705097, 0.2068734094500541, 0.2028577759861946, 0.2014194436371326, 0.2216562427580356, 0.2335718467831611, 0.2506329372525215, 0.2803342677652836]",0.2317755967378616
76515,CCC1=CC=CC(Cl)=C1Cl,10,"[162, 300, 1091, 1145, 1235, 2091, 3507]",7,0.0920902195386588,"[0.2256831048056483, 0.2752169705927372, 0.2763381280004978, 0.3046388626098633, 0.2301969610154629, 0.3000388033688068, 0.2995400249958038]",0.2730932650555457
78259,CCOC1=CC=C(Cl)C(Cl)=C1,11,"[710, 2230, 2232, 2250, 3027, 3398, 3592]",7,0.2236323168501258,"[0.2478510245680809, 0.2023520063608885, 0.2767640516161919, 0.2937541618943214, 0.2591716863214969, 0.2452323134988546, 0.231833666190505]",0.2509941300643342
81858,ClC1=CN=NC=C1Cl,8,"[22, 327, 406, 1159, 1382, 1895, 2225]",7,0.1770756915211677,"[0.2083344742655754, 0.2702452003955841, 0.2465705640614032, 0.2098099011927843, 0.2048634089529514, 0.3314802325330674, 0.3292913500219583]",0.25722787591761775
42352,CCC(=C)c1ccc(O)cc1,11,"[1410, 1411, 1413, 1561, 1880, 1881, 2061]",7,0.0648063248954713,"[0.2069868218153715, 0.2001264292746782, 0.2092492062598467, 0.2029442340135574, 0.2345880944281816, 0.2242716114968061, 0.2000861063599586]",0.21117892909262861
42354,CC=C(C)c1ccc(O)cc1,11,"[1410, 1411, 1413, 1561, 1880, 1881, 2061]",7,0.0524000685196369,"[0.2069868218153715, 0.2001264292746782, 0.2092492062598467, 0.2029442340135574, 0.2345880944281816, 0.2242716114968061, 0.2000861063599586]",0.21117892909262861
42965,CCc1ccc(O)c(CC)c1,11,"[8, 236, 284, 2166, 3059, 3152, 3577]",7,0.0600653092376887,"[0.2212897807359695, 0.2070809554308653, 0.3553146496415138, 0.2833647052198103, 0.2936655536293983, 0.2587101452052593, 0.2319831561297178]",0.2644869922846477
43876,CCc1ccc(O)cc1CC,11,"[255, 1813, 2166, 2196, 2999, 3152, 3577]",7,0.0522394805913791,"[0.2132368322461843, 0.2188302837312221, 0.2833647052198103, 0.202337459847331, 0.3625601135194302, 0.2587101452052593, 0.2319831561297178]",0.2530032422712793
77917,CCCC1=CC=CC(Cl)=C1Cl,11,"[300, 1091, 1145, 1235, 2091, 3507]",6,0.0772309636231511,"[0.2752169705927372, 0.2763381280004978, 0.3046388626098633, 0.2301969610154629, 0.3000388033688068, 0.2995400249958038]",0.28099495843052863
77923,CC(C)C1=CC=C(Cl)C(Cl)=C1,11,"[120, 889, 1031, 1811, 2886, 3338]",6,0.1264790071640163,"[0.2591340817511082, 0.2629199482500553, 0.2424270011484623, 0.2278972446918487, 0.2616319924592972, 0.2560152240097523]",0.25167091538508735
79665,COCC1=CC=C(Cl)C(Cl)=C1,11,"[46, 55, 887, 2382, 3357, 3524]",6,0.1384130488615483,"[0.2453069861978292, 0.2249952647835016, 0.2211444597691297, 0.2295069959014654, 0.2012438130564987, 0.212920881435275]",0.22251973352394994
20671,CCCc1ccc(C)cc1O,11,"[703, 2674, 2685, 2697, 3139, 3297]",6,0.05992514914833,"[0.2066838458180427, 0.2187217682600021, 0.2064008340239524, 0.2900868147611618, 0.203970642760396, 0.2231070052832365]",0.22482848515113193
15743,CCCc1cc(F)ccc1O,11,"[1009, 1079, 1082, 2683, 2873, 3240]",6,0.0610802440438419,"[0.2202847816050052, 0.2008712075650692, 0.2147564768791198, 0.2178803633898496, 0.2156836938112974, 0.2375317737460136]",0.21783471616605912
6387,CC(C)(C)c1cccc(O)c1,11,"[2397, 2701, 2999, 3577, 3605, 3663]",6,0.0603068703552708,"[0.2484938617795705, 0.2028989853337407, 0.3625601135194302, 0.2319831561297178, 0.2085419375449419, 0.2067653484642505]",0.2435405671286086
42402,OCCOc1ccc(F)cc1,11,"[1009, 1079, 1082, 1311, 2773, 3082]",6,0.0517717401962727,"[0.2202847816050052, 0.2008712075650692, 0.2147564768791198, 0.2316640824079513, 0.2054590750485658, 0.2121400371193885]",0.2141959434375166
19982,CCCc1ccc(C)c(O)c1,11,"[127, 143, 703, 2999, 3577]",5,0.0659858718048781,"[0.3123995646834373, 0.2848573403432965, 0.2066838458180427, 0.3625601135194302, 0.2319831561297178]",0.2796968040987849
77935,CCCC1=CC=C(O)C=C1Cl,11,"[300, 509, 1091, 2091, 3507]",5,0.0501163965323939,"[0.2752169705927372, 0.200840425491333, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2703948704898357
78254,CCOC1=CC=CC(Cl)=C1Cl,11,"[300, 331, 1091, 2091, 3507]",5,0.2289753400720656,"[0.2752169705927372, 0.5745939269661904, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.3451455707848072
76763,COC1=CC=C(Cl)C(O)=C1,10,"[163, 164, 335, 1839, 3286]",5,0.0657450831495225,"[0.2093278896063566, 0.2528293497860431, 0.21954415589571, 0.3804229877889156, 0.2252024300396442]",0.2574653626233339
76776,COC1=CC(O)=CC=C1Cl,10,"[163, 164, 335, 1839, 3286]",5,0.0779564498923719,"[0.2093278896063566, 0.2528293497860431, 0.21954415589571, 0.3804229877889156, 0.2252024300396442]",0.2574653626233339
78273,CCOC1=C(Cl)C=CC=C1Cl,11,"[248, 931, 1999, 2298, 3608]",5,0.0520464876433834,"[0.2568588502705097, 0.2334113039076328, 0.2033231753855943, 0.3424730859696865, 0.322574844956398]",0.27172825209796425
81839,OC1=CC=C(Cl)C(O)=C1,9,"[163, 164, 335, 1839, 3286]",5,0.0773879051208496,"[0.2093278896063566, 0.2528293497860431, 0.21954415589571, 0.3804229877889156, 0.2252024300396442]",0.2574653626233339
81841,OC1=CC(Cl)=CC=C1Cl,9,"[790, 957, 979, 1304, 1554]",5,0.05551458944974,"[0.2646278437227011, 0.2125002887099981, 0.2263833053410053, 0.2309066485613584, 0.3720555953681469]",0.261294736340642
79369,CN(C)C1=CC=C(Cl)C(Cl)=C1,11,"[405, 1290, 1507, 2791, 3596]",5,0.0661704338504932,"[0.2066120682284236, 0.2084689635783433, 0.21177858710289, 0.2387391060590744, 0.2487143203616142]",0.2228626090660691
75980,Oc1cccc(CF)c1,9,"[739, 1649, 2544, 3597]",4,0.0500705884769558,"[0.2024312205612659, 0.2063139259815216, 0.2121351391077041, 0.2163588166236877]",0.20930977556854483
76472,CC1=CC=C(Cl)C(Cl)=C1C,10,"[300, 1091, 2091, 3507]",4,0.0714922592349466,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
80344,OC1=CC2=C(CCC2)C=C1Cl,11,"[300, 1091, 2091, 3507]",4,0.0670812400523573,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
76253,Oc1ccc(CF)cc1,9,"[2079, 2591, 3402, 3483]",4,0.0558557912241667,"[0.2341675639152526, 0.2213199146091938, 0.201972634345293, 0.2014731608331203]",0.21473331842571491
77873,CCC1=CC(O)=C(Cl)C(Cl)=C1,11,"[300, 1091, 2091, 3507]",4,0.2217588985338807,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
77855,CCC1=CC=C(O)C(Cl)=C1Cl,11,"[300, 1091, 2091, 3507]",4,0.2287560226395726,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
77849,CCC1=CC=C(Cl)C(Cl)=C1C,11,"[300, 1091, 2091, 3507]",4,0.0699433376314118,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
80590,OC1=CC(Cl)=C2CCCC2=C1,11,"[300, 1091, 2091, 3507]",4,0.0574339238926768,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
77927,CCCC1=CC=C(Cl)C(O)=C1,11,"[300, 1091, 2091, 3507]",4,0.0602669140789657,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
77474,CC1=CC(O)=C(Cl)C(Cl)=C1C,11,"[300, 1091, 2091, 3507]",4,0.172640038956888,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
77847,CCC1=C(C)C=CC(Cl)=C1Cl,11,"[300, 1091, 2091, 3507]",4,0.0628857347270241,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
78518,ClC1=CC=C2CCCC2=C1Cl,11,"[300, 1091, 2091, 3507]",4,0.0890275956131518,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
76479,CC1=CC=C(O)C(Cl)=C1Cl,10,"[300, 1091, 2091, 3507]",4,0.2299170086160302,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
6983,CCCc1cc(O)cc(O)c1,11,"[431, 535, 703, 1679]",4,0.0859744487330317,"[0.2901986181735992, 0.3574882641434669, 0.2066838458180427, 0.2094269517809152]",0.265949419979006
76893,OC1=CC=C(C=C)C=C1Cl,10,"[1618, 1998, 1999, 3641]",4,0.0677699109539389,"[0.2783445756882429, 0.245099975168705, 0.2033231753855943, 0.2257640670984983]",0.2381329483352601
76491,CC1=CC(O)=C(Cl)C(Cl)=C1,10,"[300, 1091, 2091, 3507]",4,0.192281319014728,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
77920,CCCC1=CC=CC(Cl)=C1O,11,"[1565, 1876, 3181, 3341]",4,0.0541929029859602,"[0.2158018581569195, 0.2999906986951828, 0.233799809217453, 0.2771868571639061]",0.25669480580836535
79471,COC1=CC=C(C)C(Cl)=C1Cl,11,"[300, 1091, 2091, 3507]",4,0.1381741900928318,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
79472,COC1=CC(C)=CC(Cl)=C1Cl,11,"[300, 1091, 2091, 3507]",4,0.1114956328179687,"[0.2752169705927372, 0.2763381280004978, 0.3000388033688068, 0.2995400249958038]",0.2877834817394614
15744,OCCc1cc(F)ccc1O,11,"[1009, 1079, 1082]",3,0.0587755797430872,"[0.2202847816050052, 0.2008712075650692, 0.2147564768791198]",0.21197082201639805
78205,CCN1N=CC(Cl)=C(Cl)C1=O,11,"[22, 327, 1382]",3,0.0643524249375332,"[0.2083344742655754, 0.2702452003955841, 0.2048634089529514]",0.22781436120470364
80151,NC(=O)C1=CC(Cl)=C(Cl)C=N1,11,"[368, 370, 948]",3,0.0572275604354217,"[0.2689950950443744, 0.2006480433046817, 0.2016555522568524]",0.2237662302019695
20645,CCCc1ccc(O)cc1O,11,"[505, 2166, 3665]",3,0.0571980502456426,"[0.2454527452588081, 0.2833647052198103, 0.2010587565600872]",0.24329206901290187
79468,COC1=CC=C(C=C)C=C1Cl,11,"[1998, 1999, 3641]",3,0.0575248544104397,"[0.245099975168705, 0.2033231753855943, 0.2257640670984983]",0.22472907255093252
80152,NC(=O)C1=NC=CC(Cl)=C1Cl,11,"[368, 370, 948]",3,0.0600647518062032,"[0.2689950950443744, 0.2006480433046817, 0.2016555522568524]",0.2237662302019695
79486,COC1=CC=C(Cl)C(OC)=C1,11,"[335, 1839, 3286]",3,0.0583492822013795,"[0.21954415589571, 0.3804229877889156, 0.2252024300396442]",0.2750565245747566
77914,CC=CC1=CC=CC(Cl)=C1Cl,11,"[533, 1331, 3397]",3,0.1424770895857364,"[0.2494773656129837, 0.2559474091976881, 0.2076687050983309]",0.23769782663633424
80415,OC1=CC2=C(NC=N2)C=C1Cl,11,"[101, 1030, 2730]",3,0.0574249394470825,"[0.2431857898831367, 0.4513999089598656, 0.2154167188331484]",0.30333413922538355
80426,OC1=CC2=C(C=C1Cl)N=CN2,11,"[101, 1030, 2730]",3,0.0591870810720138,"[0.2431857898831367, 0.4513999089598656, 0.2154167188331484]",0.30333413922538355
