Structure,ID,Mol Weight,Smiles,query_ID
,PV-006241520452,380.84,COCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CC2(CC2)C1,1350615731
,PV-002981985521,324.78,CC(C)C12CC(NC(=O)N1C1CC1)C1=C(O2)C=C(F)C(Cl)=C1,1350615731
,PV-003632746108,336.79,FC1=CC2=C(C=C1Cl)C1CC(NC(=O)N1)(O2)C1CC2(CCC2)C1,1350615731
,PV-002929176439,310.75,CN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCC1,1350615731
,PV-005786122144,372.82,CC(C)C12CC(NC(=O)N1CCOCCO)C1=C(O2)C=C(F)C(Cl)=C1,1350615731
,PV-008262900004,398.86,OCCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCCC1,1350615731
,PV-008147059442,400.89,CSCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCOCC1,1350615731
,PV-002895051480,298.74,CC(C)C12CC(NC(=O)N1C)C1=C(O2)C=C(F)C(Cl)=C1,1350615731
,PV-005430307300,368.83,CCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCC1,1350615731
,PV-003439517679,336.79,FC1=CC2=C(C=C1Cl)C1CC(O2)(C2CCC2)N(C2CC2)C(=O)N1,1350615731
,PV-005296751740,390.79,COCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CC(F)(F)C1,1350615731
,PV-002826991105,324.78,CCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCC1,1350615731
,PV-004956020626,368.83,COCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCCC1,1350615731
,PV-007512600506,398.86,CCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCOCC1,1350615731
,PV-003177278885,336.79,CN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CC2(CC2)C1,1350615731
,PV-004514065978,380.84,FC1=CC2=C(C=C1Cl)C1CC(O2)(C2CCOCC2)N(CC2CC2)C(=O)N1,1350615731
,PV-004220928305,356.82,CCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C(C)C,1350615731
,Z3548003933,384.83,COCCN1C(=O)NC2CC1(OC1=CC(F)=C(Cl)C=C21)C1CCOCC1,1350615731
,Z3547952843,296.73,FC1=CC2=C(C=C1Cl)C1CC(NC(=O)N1)(O2)C1CCC1,1350615731
,Z3548001919,340.78,CN1C(=O)NC2CC1(OC1=CC(F)=C(Cl)C=C21)C1CCOCC1,1350615731
,Z3548081733,332.71,FC1=CC2=C(C=C1Cl)C1CC(NC(=O)N1)(O2)C1CC(F)(F)C1,1350615731
,Z3548076255,346.73,CN1C(=O)NC2CC1(OC1=CC(F)=C(Cl)C=C21)C1CC(F)(F)C1,1350615731
,Z3548002897,354.81,CCN1C(=O)NC2CC1(OC1=CC(F)=C(Cl)C=C21)C1CCOCC1,1350615731
,Z3548004458,366.82,FC1=CC2=C(C=C1Cl)C1CC(O2)(C2CCOCC2)N(C2CC2)C(=O)N1,1350615731
,Z3548008801,326.75,FC1=CC2=C(C=C1Cl)C1CC(NC(=O)N1)(O2)C1CCOCC1,1350615731
,PV-006228213394,392.42,FC1=CC2=C(OC3(CC2NC(=O)N3CC2=CC=CS2)[C@@H]2CCCO2)C(F)=C1,1350694573
,PV-006228213393,392.42,FC1=CC2=C(OC3(CC2NC(=O)N3CC2=CC=CS2)[C@H]2CCCO2)C(F)=C1,1350694573
,PV-002974803995,352.382,CC(C)CN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@H]1CCCO1,1350694573
,PV-002974803994,352.382,CC(C)CN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@@H]1CCCO1,1350694573
,PV-006152192017,366.409,CC(C)(C)CN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@H]1CCCO1,1350694573
,PV-006152192016,366.409,CC(C)(C)CN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@@H]1CCCO1,1350694573
,PV-004056979186,364.393,FC1=CC2=C(OC3(CC2NC(=O)N3C2CCCC2)[C@@H]2CCCO2)C(F)=C1,1350694573
,PV-005672013950,372.372,FC1=CC2=C(OC3(CC2NC(=O)N3C2=CC=CC=C2)[C@H]2CCCO2)C(F)=C1,1350694573
,PV-005672013949,372.372,FC1=CC2=C(OC3(CC2NC(=O)N3C2=CC=CC=C2)[C@@H]2CCCO2)C(F)=C1,1350694573
,PV-005512312062,386.399,FC1=CC2=C(OC3(CC2NC(=O)N3CC2=CC=CC=C2)[C@@H]2CCCO2)C(F)=C1,1350694573
,PV-005512312061,386.399,FC1=CC2=C(OC3(CC2NC(=O)N3CC2=CC=CC=C2)[C@H]2CCCO2)C(F)=C1,1350694573
,PV-002868279092,352.382,CCCCN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@H]1CCCO1,1350694573
,PV-002868279091,352.382,CCCCN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@@H]1CCCO1,1350694573
,PV-006921362478,364.393,FC1=CC2=C(OC3(CC2NC(=O)N3CCC2CC2)[C@@H]2CCCO2)C(F)=C1,1350694573
,PV-006921362477,364.393,FC1=CC2=C(OC3(CC2NC(=O)N3CCC2CC2)[C@H]2CCCO2)C(F)=C1,1350694573
,PV-007673425568,406.45,FC1=CC2=C(OC3(CC2NC(=O)N3CCC2=CC=CS2)[C@H]2CCCO2)C(F)=C1,1350694573
,PV-007673425567,406.45,FC1=CC2=C(OC3(CC2NC(=O)N3CCC2=CC=CS2)[C@@H]2CCCO2)C(F)=C1,1350694573
,PV-004293240670,366.409,CC(C)CCN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@@H]1CCCO1,1350694573
,PV-004293240669,366.409,CC(C)CCN1C(=O)NC2CC1(OC1=C2C=C(F)C=C1F)[C@H]1CCCO1,1350694573
,PV-007233359040,401.414,FC1=CC2=C(OC3(CC2NC(=O)N3CCC2=CC=CC=N2)[C@@H]2CCCO2)C(F)=C1,1350694573
,PV-007233359039,401.414,FC1=CC2=C(OC3(CC2NC(=O)N3CCC2=CC=CC=N2)[C@H]2CCCO2)C(F)=C1,1350694573
,Z3547994759,324.328,CCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@@H]1CCCO1,1350694573
,Z3547993056,324.328,CCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@H]1CCCO1,1350694573
,Z3548000664,350.366,FC1=CC(F)=C2OC3(CC(NC(=O)N3C3CCC3)C2=C1)[C@@H]1CCCO1,1350694573
,Z3547990519,387.387,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC3=CC=CN=C3)C2=C1)[C@H]1CCCO1,1350694573
,Z3547997627,387.387,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC3=CC=CN=C3)C2=C1)[C@@H]1CCCO1,1350694573
,Z3547987655,370.41,CSCCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@H]1CCCO1,1350694573
,Z3548000873,370.41,CSCCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@@H]1CCCO1,1350694573
,Z3547997773,350.366,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC3CC3)C2=C1)[C@@H]1CCCO1,1350694573
,Z3547993900,310.301,CN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@H]1CCCO1,1350694573
,Z3547994152,310.301,CN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@@H]1CCCO1,1350694573
,Z3547988631,393.41,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC3=NC=CS3)C2=C1)[C@H]1CCCO1,1350694573
,Z3547995568,376.36,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC3=CC=CO3)C2=C1)[C@@H]1CCCO1,1350694573
,Z3547992644,376.36,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC3=CC=CO3)C2=C1)[C@H]1CCCO1,1350694573
,Z3547993651,368.381,CCOCCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@H]1CCCO1,1350694573
,Z3547990702,378.299,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC(F)(F)F)C2=C1)[C@H]1CCCO1,1350694573
,Z3547997289,378.299,FC1=CC(F)=C2OC3(CC(NC(=O)N3CC(F)(F)F)C2=C1)[C@@H]1CCCO1,1350694573
,Z3547992063,354.354,COCCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@H]1CCCO1,1350694573
,Z3547996145,354.354,COCCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@@H]1CCCO1,1350694573
,Z3547991261,336.339,FC1=CC(F)=C2OC3(CC(NC(=O)N3C3CC3)C2=C1)[C@H]1CCCO1,1350694573
,Z3547996942,336.339,FC1=CC(F)=C2OC3(CC(NC(=O)N3C3CC3)C2=C1)[C@@H]1CCCO1,1350694573
,Z3547987926,384.38,OCCOCCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@H]1CCCO1,1350694573
,Z3548000469,384.38,OCCOCCN1C(=O)NC2CC1(OC1=C(F)C=C(F)C=C21)[C@@H]1CCCO1,1350694573
,Z6120518658,326.319,COC1=C(F)C(F)=CC(NC(=O)C23CC(C2)CN3C2CC2)=C1F,1435769908
,Z3655602882,308.329,COC1=C(F)C=CC(NC(=O)C23CC(C2)CN3C2CC2)=C1F,1435769908
,Z5023177359,289.286,FC1=CC(F)=C2C=CC(=NC2=C1)N1[C@H]2CC[C@@H]1C(=O)NC2,1520521788
,Z5217604936,290.338,COC(=O)C1=CC=NC(N2CCC(C2)C23CC(C2)C3)=C1F,1581088971
,PV-006598009924,374.388,COCC12CC(NC(=O)N1C1=CC=C(C)C=C1C)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-006397316875,378.351,COCC12CC(NC(=O)N1C1=CC=C(C)C(F)=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-007104269755,386.46,CSCCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C2C=C(F)C=C1F,1694347869
,PV-007102646565,384.424,CCOCCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C2C=C(F)C=C1F,1694347869
,PV-008488760876,404.37,COCC12CC(NC(=O)N1C1=CC=C3OCCOC3=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005862237943,366.409,COCC12CC(NC(=O)N1CC1CCCCC1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-004062581346,360.361,COCC12CC(NC(=O)N1C1=CC=C(C)C=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005687099805,388.415,COCC12CC(NC(=O)N1CCCC1=CC=CC=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-008210594653,396.342,COCC12CC(NC(=O)N1CC1=CC=C(F)C=C1F)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005627985400,374.388,COCC12CC(NC(=O)N1C1=CC(C)=CC=C1C)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005534017952,390.387,COCC12CC(NC(=O)N1CC1=CC(OC)=CC=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005479784820,374.388,COCC12CC(NC(=O)N1C1=C(C)C(C)=CC=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005478334058,380.41,COCC12CC(NC(=O)N1CCC1=CC=CS1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-007974629953,409.45,CC(C)(C)OCC12CC(NC(=O)N1CC1=NC=CS1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005238566851,390.387,COCC12CC(NC(=O)N1CC1=CC=CC=C1OC)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-004008433858,360.361,COCC12CC(NC(=O)N1CC1=CC=CC=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-005220863616,378.351,COCC12CC(NC(=O)N1CC1=CC=CC=C1F)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-003991504926,364.324,COCC12CC(NC(=O)N1C1=CC=CC=C1F)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-006867334030,366.409,CC(C)(C)OCC12CC(NC(=O)N1CC1CC1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-006867292124,370.397,COCCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C2C=C(F)C=C1F,1694347869
,PV-003315456781,340.371,COCC12CC(NC(=O)N1CCC(C)C)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-004858727955,378.351,COCC12CC(NC(=O)N1CC1=CC(F)=CC=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-006807943491,366.409,CC(C)(C)OCC12CC(NC(=O)N1C1CCC1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-007520200719,403.43,CC(C)(C)OCC12CC(NC(=O)N1CC1=CC=CN=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-006774465730,352.382,CC(C)(C)OCC12CC(NC(=O)N1C1CC1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-004394695129,390.387,COCC12CC(NC(=O)N1CC1=CC=C(OC)C=C1)C1=C(O2)C(F)=CC(F)=C1,1694347869
,PV-006733588635,394.342,CC(C)(C)OCC12CC(NC(=O)N1CC(F)(F)F)C1=C(O2)C(F)=CC(F)=C1,1694347869
,Z4212818761,346.334,COCC12CC(NC(=O)N1C1=CC=CC=C1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z5187955441,312.317,CC(C)(C)OCC12CC(NC(=O)N1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212817705,338.355,COCC12CC(NC(=O)N1C1CCCC1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212809454,367.37,COCC12CC(NC(=O)N1CC1=NC=CS1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212811451,375.376,COCC12CC(NC(=O)N1CCC1=CC=CC=N1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212818909,342.343,CCOCCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(F)C=C21,1694347869
,Z4212808239,358.342,COCC12CC(NC(=O)N1CCOCCO)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212819202,366.38,COCC12CC(NC(=O)N1CC1=CC=CS1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z5187952852,338.355,COCC12CC(NC(=O)N1CCC1CC1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z5187954780,326.344,CN1C(=O)NC2CC1(COC(C)(C)C)OC1=C(F)C=C(F)C=C21,1694347869
,Z4212807799,324.328,COCC12CC(NC(=O)N1C1CCC1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212817794,326.344,CCCCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(F)C=C21,1694347869
,Z4212818332,298.29,CCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(F)C=C21,1694347869
,Z4212813594,352.261,COCC12CC(NC(=O)N1CC(F)(F)F)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212816652,328.316,COCCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(F)C=C21,1694347869
,Z4212813421,361.349,COCC12CC(NC(=O)N1CC1=CC=CN=C1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212807242,344.38,COCC12CC(NC(=O)N1CCSC)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212816761,326.344,COCC12CC(NC(=O)N1CC(C)C)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212814929,310.301,COCC12CC(NC(=O)N1C1CC1)C1=CC(F)=CC(F)=C1O2,1694347869
,Z4212812923,324.328,COCC12CC(NC(=O)N1CC1CC1)C1=CC(F)=CC(F)=C1O2,1694347869
,PV-006594422831,368.71,COCC12CC(NC(=O)N1CC(F)(F)F)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-006458633070,386.87,CSCCN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@@H]1CCCO1,1694347932
,PV-008682283193,406.84,COCC12CC(NC(=O)N1CC1=CC=C(OC)C=C1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-008648935108,396.86,COCC12CC(NC(=O)N1CCC1=CC=CS1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-004101799586,362.79,COCC12CC(NC(=O)N1C1=CC=CC=C1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-004100179340,360.83,COCC12CC(NC(=O)N1CCSC)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-006180230433,366.82,FC1=C2OC3(CC(NC(=O)N3CC3CC3)C2=CC(Cl)=C1)[C@@H]1CCCO1,1694347932
,PV-008474631742,406.84,COCC12CC(NC(=O)N1CC1=CC(OC)=CC=C1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-006030345587,384.83,CCOCCN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@@H]1CCCO1,1694347932
,PV-008440657203,409.86,FC1=C2OC3(CC(NC(=O)N3CC3=NC=CS3)C2=CC(Cl)=C1)[C@@H]1CCCO1,1694347932
,PV-005933887213,366.77,COCC12CC(NC(=O)N1CC1=CC=CO1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-002939423979,342.8,CCCCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(Cl)C=C21,1694347932
,PV-002919642815,356.82,COCC12CC(NC(=O)N1CC(C)(C)C)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-005737732813,394.75,FC1=C2OC3(CC(NC(=O)N3CC(F)(F)F)C2=CC(Cl)=C1)[C@@H]1CCCO1,1694347932
,PV-006981344132,356.82,CCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C(F)C=C(Cl)C=C21,1694347932
,PV-005416575057,392.81,FC1=C2OC3(CC(NC(=O)N3CC3=CC=CO3)C2=CC(Cl)=C1)[C@@H]1CCCO1,1694347932
,PV-002872740655,342.8,COCC12CC(NC(=O)N1CC(C)C)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-005390618330,376.81,COCC12CC(NC(=O)N1CC1=CC=CC=C1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-007945142819,400.88,CCOCCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C(F)C=C(Cl)C=C21,1694347932
,PV-007895173413,403.84,FC1=C2OC3(CC(NC(=O)N3CC3=CC=CN=C3)C2=CC(Cl)=C1)[C@@H]1CCCO1,1694347932
,PV-003397826579,356.82,COCC12CC(NC(=O)N1CCC(C)C)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-002842028892,354.81,COCC12CC(NC(=O)N1C1CCCC1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-006897349005,386.85,COCCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C(F)C=C(Cl)C=C21,1694347932
,PV-005126604138,366.82,FC1=C2OC3(CC(NC(=O)N3C3CCC3)C2=CC(Cl)=C1)[C@@H]1CCCO1,1694347932
,PV-005073501410,368.83,CC(C)CN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@@H]1CCCO1,1694347932
,PV-004990664284,382.83,COCC12CC(NC(=O)N1CC1=CC=CS1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-006813155252,354.81,COCC12CC(NC(=O)N1CCC1CC1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,PV-007509369159,406.84,COCC12CC(NC(=O)N1CC1=CC=CC=C1OC)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z5187955469,328.77,CC(C)(C)OCC12CC(NC(=O)N1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z4212808026,374.79,COCC12CC(NC(=O)N1CCOCCO)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z5187954806,342.8,CN1C(=O)NC2CC1(COC(C)(C)C)OC1=C(F)C=C(Cl)C=C21,1694347932
,Z4212819362,300.71,COCC12CC(NC(=O)N1C)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z3547991838,370.81,COCCN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@H]1CCCO1,1694347932
,Z3547996382,370.81,COCCN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@@H]1CCCO1,1694347932
,Z4212813133,377.8,COCC12CC(NC(=O)N1CC1=CC=CN=C1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z4212816174,344.77,COCCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(Cl)C=C21,1694347932
,Z4212809621,383.82,COCC12CC(NC(=O)N1CC1=NC=CS1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z4212815090,326.75,COCC12CC(NC(=O)N1C1CC1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z4212811083,391.83,COCC12CC(NC(=O)N1CCC1=CC=CC=N1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z4212807901,340.78,COCC12CC(NC(=O)N1C1CCC1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z3548001627,312.73,FC1=CC(Cl)=CC2=C1OC1(CC2NC(=O)N1)[C@@H]1CCCO1,1694347932
,Z3547993976,326.75,CN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@H]1CCCO1,1694347932
,Z3547994060,326.75,CN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@@H]1CCCO1,1694347932
,Z4212818967,358.79,CCOCCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(Cl)C=C21,1694347932
,Z3547995022,340.78,CCN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@@H]1CCCO1,1694347932
,Z3547993139,340.78,CCN1C(=O)NC2CC1(OC1=C(F)C=C(Cl)C=C21)[C@H]1CCCO1,1694347932
,Z4212812996,340.78,COCC12CC(NC(=O)N1CC1CC1)C1=CC(Cl)=CC(F)=C1O2,1694347932
,Z4212818420,314.74,CCN1C(=O)NC2CC1(COC)OC1=C(F)C=C(Cl)C=C21,1694347932
,Z3547991082,352.79,FC1=CC(Cl)=CC2=C1OC1(CC2NC(=O)N1C1CC1)[C@H]1CCCO1,1694347932
,Z3547996856,352.79,FC1=CC(Cl)=CC2=C1OC1(CC2NC(=O)N1C1CC1)[C@@H]1CCCO1,1694347932
,PV-006672814129,386.87,CSCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)[C@@H]1CCCO1,1694347948
,PV-006672814128,386.87,CSCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)[C@H]1CCCO1,1694347948
,PV-006585728205,384.83,CCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)[C@@H]1CCCO1,1694347948
,PV-006585728204,384.83,CCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)[C@H]1CCCO1,1694347948
,PV-008801597681,400.88,CCOCCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C2C=C(Cl)C(F)=C1,1694347948
,PV-004125801171,360.83,COCC12CC(NC(=O)N1CCSC)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-006360169919,392.81,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@H]2CCCO2)N(CC2=CC=CO2)C(=O)N1,1694347948
,PV-006360169918,392.81,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@@H]2CCCO2)N(CC2=CC=CO2)C(=O)N1,1694347948
,PV-008614261904,400.83,OCCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)[C@@H]1CCCO1,1694347948
,PV-008580900852,396.86,COCC12CC(NC(=O)N1CCC1=CC=CS1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-008459071271,406.84,COCC12CC(NC(=O)N1CC1=CC(OC)=CC=C1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-007049914842,354.81,COCC12CC(NC(=O)N1CCC1CC1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-008328308378,406.84,COCC12CC(NC(=O)N1CC1=CC=C(OC)C=C1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-005710662289,382.83,COCC12CC(NC(=O)N1CC1=CC=CS1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-005615382120,366.77,COCC12CC(NC(=O)N1CC1=CC=CO1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-003534791389,356.82,COCC12CC(NC(=O)N1CCC(C)C)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-006968621476,386.85,COCCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C2C=C(Cl)C(F)=C1,1694347948
,PV-008096999089,409.86,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@H]2CCCO2)N(CC2=NC=CS2)C(=O)N1,1694347948
,PV-008096999088,409.86,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@@H]2CCCO2)N(CC2=NC=CS2)C(=O)N1,1694347948
,PV-002880424360,354.81,COCC12CC(NC(=O)N1C1CCCC1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-002871010804,342.8,CCCCN1C(=O)NC2CC1(COC)OC1=C2C=C(Cl)C(F)=C1,1694347948
,PV-005374652146,366.82,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@@H]2CCCO2)N(C2CCC2)C(=O)N1,1694347948
,PV-005374652145,366.82,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@H]2CCCO2)N(C2CCC2)C(=O)N1,1694347948
,PV-006915654321,356.82,CCN1C(=O)NC2CC1(COC(C)(C)C)OC1=C2C=C(Cl)C(F)=C1,1694347948
,PV-005218887023,368.71,COCC12CC(NC(=O)N1CC(F)(F)F)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-005212715242,368.83,CC(C)CN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)[C@@H]1CCCO1,1694347948
,PV-005212715241,368.83,CC(C)CN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)[C@H]1CCCO1,1694347948
,PV-007818385434,403.84,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@H]2CCCO2)N(CC2=CC=CN=C2)C(=O)N1,1694347948
,PV-007818385433,403.84,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@@H]2CCCO2)N(CC2=CC=CN=C2)C(=O)N1,1694347948
,PV-005088263014,376.81,COCC12CC(NC(=O)N1CC1=CC=CC=C1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-003983586057,362.79,COCC12CC(NC(=O)N1C1=CC=CC=C1)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-002784334556,356.82,COCC12CC(NC(=O)N1CC(C)(C)C)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-004609807879,394.75,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@@H]2CCCO2)N(CC(F)(F)F)C(=O)N1,1694347948
,PV-004609807878,394.75,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@H]2CCCO2)N(CC(F)(F)F)C(=O)N1,1694347948
,PV-002765728108,342.8,COCC12CC(NC(=O)N1CC(C)C)C1=C(O2)C=C(F)C(Cl)=C1,1694347948
,PV-004563465351,366.82,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@@H]2CCCO2)N(CC2CC2)C(=O)N1,1694347948
,PV-004563465350,366.82,FC1=CC2=C(C=C1Cl)C1CC(O2)([C@H]2CCCO2)N(CC2CC2)C(=O)N1,1694347948
